Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,Adjusted Filter Mass Recovered (g) ,Adjusted Filter Surface Area Recovered (cm2),Date(s) of Procedure,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ","(1) Confirmatory Post-Dry Weight (Optional, g) ","(2) Confirmatory Post-Dry Weight (Optional, g) ","Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) ,Date(s) of Procedure ,Crucible Number # ,Empty Crucible Weight,Subsample Weight (Filter + Sediment on Filter) ,Post-Burn Weight ,Notes 
M5,B,2,24,b ,see notes,11/15/2025,2.35321,12/12/2025,63.61725116,5.31,,#VALUE!,-5.31,,5.20026,,,,,,,,,,,,,M5-G-E-1
M5,B,2,24,c,see notes,11/15/2025,2.3199,12/12/2025,63.61725116,5.31,,#VALUE!,-5.31,,5.20587,,,,,,,,,,,,,M5-G-E-2
M5,B,2,48,a ,see notes,11/15/2025,2.26969,12/12/2025,63.61725116,5.31,,#VALUE!,-5.31,,4.83794,,,,,,,,,,,,,M5-G-E-3
M5,B,2,48,b ,see notes,11/15/2025,2.30712,12/12/2025,63.61725116,5.31,,#VALUE!,-5.31,,4.87665,,,,,,,,,,,,,M5-G-E-4
M5,B,2,48,c,0.46016,11/15/2025,2.30561,12/12/2025,63.61725116,5.31,,0,-5.31,,4.72201,,,,,,,,,,,,,
M5,B,,,E1 ,NA,,2.39018,,63.61725116,5.31,,#REF!,-5.31,,2.33696,,,,,,,,,,,,,Not sure why there is a post dry measurement
M5,B,,,E2 ,NA,,2.33622,,63.61725116,5.31,,#REF!,-5.31,,2.32416,,,,,,,,,,,,,Not sure why there is a post dry measurement
M5,B,,,E3,NA,,2.28689,,63.61725116,5.31,,#REF!,-5.31,,2.34058,,,,,,,,,,,,,Not sure why there is a post dry measurement
M5,B,,,E4 ,NA,,2.719,,63.61725116,5.31,,#REF!,-5.31,,2.3182,,,,,,,,,,,,,Not sure why there is a post dry measurement
M5,G,1,0.5,a,4.31314,11/4/2025,2.09992,12/11/2025,63.61725116,5.31,,0,-5.31,,6.49335,,,,,,,,,,,,,RTK!
M5,G,1,0.5,b ,1.53101,11/4/2025,2.07905,12/11/2025,63.61725116,5.31,,0,-5.31,,6.7673,,,,,,,,,,,,,
M5,G,1,0.5,c,4.3583,11/4/2025,2.13174,12/11/2025,63.61725116,5.31,,0,-5.31,,6.91462,,,,,,,,,,,,,
M5,G,1,2,a,4.40918,11/4/2025,2.12929,12/11/2025,63.61725116,5.31,,0,-5.31,,693357,,,,,,,,,,,,,
M5,G,1,2,b ,4.50344,11/4/2025,2.07945,12/11/2025,63.61725116,5.31,,0,-5.31,,11.35326,,,,,,,,,,,,,
M5,G,1,2,c,4.3293,11/4/2025,2.0956,12/11/2025,63.61725116,5.31,,0,-5.31,,31.9565,,,,,,,,,,,,,
M5,G,1,6,a,0.44631,11/4/2025,2.13856,12/11/2025,63.61725116,5.31,,0,-5.31,,4.9277,,,,,,,,,,,,,
M5,G,1,6,b ,0.45945,11/4/2025,2.09699,12/11/2025,63.61725116,5.31,,0,-5.31,,4.15012,,,,,,,,,,,,,
M5,G,1,6,c,0.44719,11/4/2025,2.08084,12/11/2025,63.61725116,5.31,,0,-5.31,,4.45961,,,,,,,,,,,,,
M5,G,1,12,a,0.45487,11/4/2025,2.067,12/11/2025,63.61725116,5.31,,0,-5.31,,4.57796,,,,,,,,,,,,,
M5,G,1,12,b ,0.46064,11/4/2025,2.12363,12/11/2025,63.61725116,5.31,,0,-5.31,,4.77158,,,,,,,,,,,,,
M5,G,1,12,c,0.45298,11/4/2025,2.11994,12/11/2025,63.61725116,5.31,,0,-5.31,,4.22258,,,,,,,,,,,,,
M5,G,1,24,a ,0.45967,11/4/2025,2.37449,12/11/2025,63.61725116,5.31,,0,-5.31,,unknown,,,,,,,,,,,,,
M5,G,1,24,b ,0.45393,11/4/2025,2.36534,12/11/2025,63.61725116,5.31,,0,-5.31,,3.41009,,,,,,,,,,,,,
M5,G,1,24,c,0.46279,11/4/2025,2.37415,12/11/2025,63.61725116,5.31,,0,-5.31,,3.42699,,,,,,,,,,,,,
M5,G,1,48,a,0.45417,11/4/2025,2.32518,12/11/2025,63.61725116,5.31,,0,-5.31,,3.2912,,,,,,,,,,,,,
M5,G,1,48,b ,0.94811,11/4/2025,2.32806,12/11/2025,63.61725116,5.31,,0,-5.31,,3.26688,,,,,,,,,,,,,
M5,G,1,48,c,0.45825,11/4/2025,2.33862,12/11/2025,63.61725116,5.31,,0,-5.31,,3.43439,,,,,,,,,,,,,
M5,G,2,0.5,a,4.3145,11/4/2025,2.35535,12/11/2025,63.61725116,5.31,,0,-5.31,,7.11524,,,,,,,,,,,,,
M5,G,2,0.5,b ,4.53479,11/4/2025,2.38076,12/11/2025,63.61725116,5.31,,0,-5.31,,7.38673,,,,,,,,,,,,,
M5,G,2,0.5,c,4.29699,11/4/2025,2.38141,12/11/2025,63.61725116,5.31,,0,-5.31,,6.73892,,,,,,,,,,,,,
M5,G,2,2,a,4.3348,11/4/2025,2.28227,12/11/2025,63.61725116,5.31,,0,-5.31,,362.73,,,,,,,,,,,,,
M5,G,2,2,b ,4.41113,11/4/2025,2.79648,12/11/2025,63.61725116,5.31,,0,-5.31,,288.93,,,,,,,,,,,,,
M5,G,2,2,c,4.45482,11/4/2025,2.33848,12/11/2025,63.61725116,5.31,,0,-5.31,,92.78,,,,,,,,,,,,,
M5,G,2,6,a,0.44756,11/4/2025,2.39239,12/11/2025,63.61725116,5.31,,0,-5.31,,9.01469,,,,,,,,,,,,,
M5,G,2,6,b ,0.45771,11/4/2025,2.29009,12/11/2025,63.61725116,5.31,,0,-5.31,,5.41501,,,,,,,,,,,,,
M5,G,2,6,c,0.4471,11/4/2025,2.2945,12/11/2025,63.61725116,5.31,,0,-5.31,,4.76045,,,,,,,,,,,,,
M5,G,2,12,a,0.46125,11/4/2025,2.32671,12/11/2025,63.61725116,5.31,,0,-5.31,,4.99023,,,,,,,,,,,,,
M5,G,2,12,b ,0.44747,11/4/2025,2.28915,12/11/2025,63.61725116,5.31,,0,-5.31,,4.239891,,,,,,,,,,,,,
M5,G,2,12,c,0.45422,11/4/2025,2.31164,12/11/2025,63.61725116,5.31,,0,-5.31,,4.93652,,,,,,,,,,,,,
M5,G,2,24,a ,0.40033,11/4/2025,2.29938,12/11/2025,63.61725116,5.31,,0,-5.31,,3.2715,,,,,,,,,,,,,
M5,G,2,24,b ,0.44646,11/4/2025,2.29581,12/11/2025,63.61725116,5.31,,0,-5.31,,3.18404,,,,,,,,,,,,,
M5,G,2,24,c,0.45935,11/4/2025,2.27699,12/11/2025,63.61725116,5.31,,0,-5.31,,3.15689,,,,,,,,,,,,,
M5,G,2,48,a,0.44563,11/4/2025,2.23774,12/11/2025,63.61725116,5.31,,0,-5.31,,3.15486,,,,,,,,,,,,,
M5,G,2,48,b ,0.45154,11/4/2025,2.29072,12/11/2025,63.61725116,5.31,,0,-5.31,,3.12004,,,,,,,,,,,,,
M5,G,2,48,c,0.45873,11/4/2025,2.26414,12/11/2025,63.61725116,5.31,,0,-5.31,,3.19225,,,,,,,,,,,,,
M5,G,,,E-1 ,0.45238,NA,2.32325,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M5,G,,,E-2 ,0.45788,NA,2.35449,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M5,G,,,E-3 ,0.45237,NA,2.33699,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M5,G,,,E-4 ,0.45968,NA,2.29352,NA,63.61725116,5.31,,0,-5.31,,NA,,,,,,,,,,,,,
M5,C,1,0.5,a,4.60733,11/6/2025,2.12908,12/3/2025,63.61725116,5.31,,0,-5.31,,6.86049,,,,,,,,,,,,,
M5,C,1,0.5,b ,4.56069,11/6/2025,2.08094,12/3/2025,63.61725116,5.31,,0,-5.31,,6.72344,,,,,,,,,,,,,
M5,C,1,0.5,c,4.38219,11/6/2025,2.083841,12/3/2025,63.61725116,5.31,,0,-5.31,,6.58711,,,,,,,,,,,,,
M5,C,1,2,a,4.56217,11/6/2025,2.03213,12/3/2025,63.61725116,5.31,,0,-5.31,,6.76047,,,,,,,,,,,,,
M5,C,1,2,b ,4.6247,11/6/2025,2.14255,12/3/2025,63.61725116,5.31,,0,-5.31,,6.88285,,,,,,,,,,,,,
M5,C,1,2,c,4.10931,11/6/2025,2.07881,12/3/2025,63.61725116,5.31,,0,-5.31,,6.37716,,,,,,,,,,,,,
M5,C,1,6,a,0.44637,11/6/2025,2.07887,12/3/2025,63.61725116,5.31,,0,-5.31,,2.79171,,,,,,,,,,,,,
M5,C,1,6,b ,0.44879,11/6/2025,2.06025,12/3/2025,63.61725116,5.31,,0,-5.31,,3.2882,,,,,,,,,,,,,
M5,C,1,6,c,0.44813,11/6/2025,2.11058,12/3/2025,63.61725116,5.31,,0,-5.31,,3.42914,,,,,,,,,,,,,
M5,C,1,12,a,0.4472,11/6/2025,2.12836,12/3/2025,63.61725116,5.31,,0,-5.31,,4.98054,,,,,,,,,,,,,
M5,C,1,12,b ,4469,11/6/2025,2.12717,12/3/2025,63.61725116,5.31,,0,-5.31,,5.18122,,,,,,,,,,,,,
M5,C,1,12,c,0.4471,11/6/2025,2.07149,12/3/2025,63.61725116,5.31,,0,-5.31,,2.96159,,,,,,,,,,,,,
M5,C,1,24,a ,0.44579,11/6/2025,2.09906,12/3/2025,63.61725116,5.31,,0,-5.31,,2.9883,,,,,,,,,,,,,
M5,C,1,24,b ,0.45301,11/6/2025,2.1576,12/3/2025,63.61725116,5.31,,0,-5.31,,3.12248,,,,,,,,,,,,,
M5,C,1,24,c,0.45592,11/6/2025,2.12894,12/3/2025,63.61725116,5.31,,0,-5.31,,3.06703,,,,,,,,,,,,,
M5,C,1,48,a,0.45581,11/6/2025,2.09197,12/3/2025,63.61725116,5.31,,0,-5.31,,2.92077,,,,,,,,,,,,,
M5,C,1,48,b ,0.44536,11/6/2025,2.10737,12/3/2025,63.61725116,5.31,,0,-5.31,,3.10995,,,,,,,,,,,,,
M5,C,1,48,c,0.45816,11/6/2025,2.0973,12/3/2025,63.61725116,5.31,,0,-5.31,,2.94089,,,,,,,,,,,,,
M5,C,2,0.5,a,4.33657,11/6/2025,2.11445,12/3/2025,63.61725116,5.31,,0,-5.31,,6.50479,,,,,,,,,,,,,
M5,C,2,0.5,b ,4.33645,11/6/2025,2.0868,12/3/2025,63.61725116,5.31,,0,-5.31,,6.45941,,,,,,,,,,,,,
M5,C,2,0.5,c,4.37658,11/6/2025,2.0973,12/3/2025,63.61725116,5.31,,0,-5.31,,6.51811,,,,,,,,,,,,,
M5,C,2,2,a,4.9707,11/6/2025,2.13272,12/3/2025,63.61725116,5.31,,0,-5.31,,7.17014,,,,,,,,,,,,,
M5,C,2,2,b ,4.35102,11/6/2025,2.10056,12/3/2025,63.61725116,5.31,,0,-5.31,,6.55596,,,,,,,,,,,,,
M5,C,2,2,c,4.39999,11/6/2025,2.07825,12/3/2025,63.61725116,5.31,,0,-5.31,,6.56748,,,,,,,,,,,,,
M5,C,2,6,a,0.44651,11/6/2025,2.10544,12/3/2025,63.61725116,5.31,,0,-5.31,,2.82889,,,,,,,,,,,,,
M5,C,2,6,b ,0.45136,11/6/2025,2.09934,12/3/2025,63.61725116,5.31,,0,-5.31,,2.80621,,,,,,,,,,,,,
M5,C,2,6,c,0.45669,11/6/2025,2.09519,12/3/2025,63.61725116,5.31,,0,-5.31,,2.76877,,,,,,,,,,,,,
M5,C,2,12,a,0.45248,11/6/2025,2.11482,12/3/2025,63.61725116,5.31,,0,-5.31,,2.77792,,,,,,,,,,,,,
M5,C,2,12,b ,0.45421,11/6/2025,2.04439,12/3/2025,63.61725116,5.31,,0,-5.31,,2.69923,,,,,,,,,,,,,
M5,C,2,12,c,0.45219,11/6/2025,2.08296,12/3/2025,63.61725116,5.31,,#REF!,-5.31,,2.67758,,,,,,,,,,,,,
M5,C,2,24,a ,0.44691,11/6/2025,2.08857,12/3/2025,63.61725116,5.31,,0,-5.31,,3.3172,,,,,,,,,,,,,
M5,C,2,24,b ,0.45079,11/6/2025,2.11223,12/3/2025,63.61725116,5.31,,0,-5.31,,3.2324,,,,,,,,,,,,,
M5,C,2,24,c,0.45535,11/6/2025,2.13181,12/3/2025,63.61725116,5.31,,0,-5.31,,3.52926,,,,,,,,,,,,,
M5,C,2,48,a,0.45809,11/6/2025,2.11702,12/3/2025,63.61725116,5.31,,0,-5.31,,2.9943,,,,,,,,,,,,,
M5,C,2,48,b ,0.45165,11/6/2025,2.13431,12/3/2025,63.61725116,5.31,,0,-5.31,,3.05681,,,,,,,,,,,,,
M5,C,2,48,c,0.45227,11/6/2025,2.12266,12/3/2025,63.61725116,5.31,,0,-5.31,,3.01716,,,,,,,,,,,,,
M5,C,,,E-1 ,NA,,2.04185,,63.61725116,5.31,,#REF!,-5.31,,NA,,,,,,,,,,,,,
M5,C,,,E-2 ,NA,,2.06581,,63.61725116,5.31,,#REF!,-5.31,,NA,,,,,,,,,,,,,
M5,C,,,E-3 ,NA,,2.65408,,63.61725116,5.31,,#REF!,-5.31,,NA,,,,,,,,,,,,,
M5,C,,,E-4 ,NA,,2.70036,,63.61725116,5.31,,#REF!,-5.31,,NA,,,,,,,,,,,,,
M5,S,1,0.5,a,4.32923,11/3/2025,2.1003,12/2/2025,63.61725116,5.31,,0,-5.31,,6.61994,,,,,,,,,,,,,
M5,S,1,0.5,b ,4.49597,11/3/2025,2.11343,12/2/2025,63.61725116,5.31,,0,-5.31,,6.70252,,,,,,,,,,,,,
M5,S,1,0.5,c,4.30419,11/3/2025,2.20328,12/2/2025,63.61725116,5.31,,0,-5.31,,6.77529,,,,,,,,,,,,,
M5,S,1,2,a,4.1334,11/3/2025,2.09657,12/2/2025,63.61725116,5.31,,0,-5.31,,6.54395,,,,,,,,,,,,,
M5,S,1,2,b ,4.28067,11/3/2025,2.07502,12/2/2025,63.61725116,5.31,,0,-5.31,,6.62221,,,,,,,,,,,,,
M5,S,1,2,c,4.5329,11/3/2025,2.38804,12/2/2025,63.61725116,5.31,,0,-5.31,,7.09337,,,,,,,,,,,,,
M5,S,1,6,a,0.45504,11/3/2025,2.40596,12/2/2025,63.61725116,5.31,,0,-5.31,,3.71339,,,,,,,,,,,,,
M5,S,1,6,b ,0.4611,11/3/2025,2.41387,12/2/2025,63.61725116,5.31,,0,-5.31,,3.4015,,,,,,,,,,,,,
M5,S,1,6,c,0.4543,11/3/2025,2.40039,12/2/2025,63.61725116,5.31,,0,-5.31,,3.26645,,,,,,,,,,,,,
M5,S,1,12,a,0.46097,11/3/2025,2.3801,12/2/2025,63.61725116,5.31,,0,-5.31,,3.56312,,,,,,,,,,,,,
M5,S,1,12,b ,0.05549,11/3/2025,2.36282,12/2/2025,63.61725116,5.31,,0,-5.31,,3.42545,,,,,,,,,,,,,
M5,S,1,12,c,0.45975,11/3/2025,2.38498,12/2/2025,63.61725116,5.31,,0,-5.31,,3.60825,,,,,,,,,,,,,
M5,S,1,24,a ,0.45618,11/3/2025,2.36675,12/2/2025,63.61725116,5.31,,0,-5.31,,5.33989,,,,,,,,,,,,,
M5,S,1,24,b ,0.44669,11/3/2025,2.35921,12/2/2025,63.61725116,5.31,,0,-5.31,,6.6612,,,,,,,,,,,,,
M5,S,1,24,c,0.45799,11/3/2025,2.354118,12/2/2025,63.61725116,5.31,,0,-5.31,,6.92389,,,,,,,,,,,,,
M5,S,1,48,a,0.44851,11/3/2025,2.34975,12/2/2025,63.61725116,5.31,,0,-5.31,,4.43923,,,,,,,,,,,,,
M5,S,1,48,b ,0.45909,11/3/2025,2.33927,12/2/2025,63.61725116,5.31,,0,-5.31,,5.25847,,,,,,,,,,,,,
M5,S,1,48,c,0.44982,11/3/2025,2.30862,12/2/2025,63.61725116,5.31,,0,-5.31,,5.0593,,,,,,,,,,,,,
M5,S,2,0.5,a,4.51395,11/3/2025,2.36107,12/2/2025,63.61725116,5.31,,0,-5.31,,7.02297,,,,,,,,,,,,,
M5,S,2,0.5,b ,4.35187,11/3/2025,2.34175,12/2/2025,63.61725116,5.31,,0,-5.31,,6.88,,,,,,,,,,,,,
M5,S,2,0.5,c,4.35755,11/3/2025,2.38215,12/2/2025,63.61725116,5.31,,0,-5.31,,6.89521,,,,,,,,,,,,,
M5,S,2,2,a,4.37341,11/3/2025,2.279,12/2/2025,63.61725116,5.31,,0,-5.31,,7.57442,,,,,,,,,,,,,
M5,S,2,2,b ,4.45218,11/3/2025,2.31695,12/2/2025,63.61725116,5.31,,0,-5.31,,7.04017,,,,,,,,,,,,,
M5,S,2,2,c,4.36628,11/3/2025,2.26915,12/2/2025,63.61725116,5.31,,0,-5.31,,6.82497,,,,,,,,,,,,,
M5,S,2,6,a,0.46035,11/3/2025,2.32566,12/2/2025,63.61725116,5.31,,0,-5.31,,3.52866,,,,,,,,,,,,,
M5,S,2,6,b ,0.45608,11/3/2025,2.26954,12/2/2025,63.61725116,5.31,,0,-5.31,,3.3258,,,,,,,,,,,,,
M5,S,2,6,c,0.45639,11/3/2025,2.30438,12/2/2025,63.61725116,5.31,,0,-5.31,,3.50543,,,,,,,,,,,,,
M5,S,2,12,a,0.45832,11/3/2025,2.3108,12/2/2025,63.61725116,5.31,,0,-5.31,,3.83193,,,,,,,,,,,,,
M5,S,2,12,b ,0.45433,11/3/2025,2.33093,12/2/2025,63.61725116,5.31,,0,-5.31,,3.48031,,,,,,,,,,,,,
M5,S,2,12,c,0.46193,11/3/2025,2.35331,12/2/2025,63.61725116,5.31,,0,-5.31,,3.67084,,,,,,,,,,,,,
M5,S,2,24,a ,0.45448,11/3/2025,2.31951,12/2/2025,63.61725116,5.31,,0,-5.31,,7.30209,,,,,,,,,,,,,
M5,S,2,24,b ,0.46168,11/3/2025,2.28851,12/2/2025,63.61725116,5.31,,0,-5.31,,8.04685,,,,,,,,,,,,,
M5,S,2,24,c,0.4553,11/3/2025,2.28917,12/2/2025,63.61725116,5.31,,0,-5.31,,7.38207,,,,,,,,,,,,,
M5,S,2,48,a,0.4477,11/3/2025,2.30359,12/2/2025,63.61725116,5.31,,0,-5.31,,3.46181,,,,,,,,,,,,,
M5,S,2,48,b ,0.46197,11/3/2025,2.1919,12/2/2025,63.61725116,5.31,,#REF!,-5.31,,4.65615,,,,,,,,,,,,,
M5,S,2,48,c,0.4478,11/3/2025,2.30757,12/2/2025,63.61725116,5.31,,0,-5.31,,5.15804,,,,,,,,,,,,,
M5,S,,,E-1 ,6.45822,NA,2.32475,NA,63.61725116,5.31,,0,-5.31,,3.5013,,,,,,,,,,,,,
M5,S,,,E-2 ,0.041674,NA,2.32304,NA,63.61725116,5.31,,0,-5.31,,3.4777,,,,,,,,,,,,,
M5,S,,,E-3 ,0.45916,NA,2.28838,NA,63.61725116,5.31,,0,-5.31,,3.2279,,,,,,,,,,,,,
M5,S,,,E-4 ,NA,NA,2.2808,NA,63.61725116,5.31,,0,-5.31,,3.58304,,,,,,,,,,,,,
M5,S,1,18,a,0.44888,11/15/2025,2.37753,12/12/2025,63.61725116,5.31,,0,-5.31,,3.5847,,,,,,,,,,,,,
M5,S,1,18,b ,0.45527,11/15/2025,2.37343,12/12/2025,63.61725116,5.31,,0,-5.31,,3.1916,,,,,,,,,,,,,
M5,S,1,18,c,0.46005,11/15/2025,2.34536,12/12/2025,63.61725116,5.31,,0,-5.31,,5.50382,,,,,,,,,,,,,
M5,S,2,18,a,0.45362,11/4/2025,2.33674,12/11/2025,63.61725116,5.31,,0,-5.31,,5.403,,,,,,,,,,,,,
M5,S,2,18,b ,0.45881,11/4/2025,2.32319,12/11/2025,63.61725116,5.31,,0,-5.31,,no value double check,,,,,,,,,,,,,
M5,S,2,18,c,0.45308,11/4/2025,2.29661,12/11/2025,63.61725116,5.31,,0,-5.31,,4.32452,,,,,,,,,,,,,
M5,G,1,18,a,0.45326,11/4/2025,2.09516,12/11/2025,63.61725116,5.31,,0,-5.31,,4.71807,,,,,,,,,,,,,
M5,G,1,18,b ,0.44857,11/4/2025,2.30737,12/11/2025,63.61725116,5.31,,0,-5.31,,4.71369,,,,,,,,,,,,,
M5,G,1,18,c,0.45793,11/4/2025,2.29032,12/11/2025,63.61725116,5.31,,0,-5.31,,5.5387,,,,,,,,,,,,,
M5,G,2,18,a,0.44567,11/6/2025,2.27969,12/3/2025,63.61725116,5.31,,0,-5.31,,5.54917,,,,,,,,,,,,,
M5,G,2,18,b ,0.45863,11/6/2025,2.27981,12/3/2025,63.61725116,5.31,,0,-5.31,,5.49407,,,,,,,,,,,,,
M5,G,2,18,c,0.44677,11/6/2025,2.3092,12/3/2025,63.61725116,5.31,,0,-5.31,,3.05455,,,,,,,,,,,,,
M5,B,2,18,a,0.46035,11/6/2025,2.3279,12/3/2025,63.61725116,5.31,,0,-5.31,,3.40546,,,,,,,,,,,,,
M5,B,2,18,b ,0.4451,11/6/2025,2.30147,12/3/2025,63.61725116,5.31,,0,-5.31,,3.22066,,,,,,,,,,,,,
M5,B,2,18,c,0.45344,11/6/2025,2.31865,12/3/2025,63.61725116,5.31,,0,-5.31,,3.04283,,,,,,,,,,,,,
M5,C,1,18,a,0.45764,11/3/2025,2.0968,12/2/2025,63.61725116,5.31,,0,-5.31,,2.01467,,,,,,,,,,,,,
M5,C,1,18,b ,0.45106,11/3/2025,2.08579,12/2/2025,63.61725116,5.31,,0,-5.31,,2.96217,,,,,,,,,,,,,
M5,C,1,18,c,0.45696,11/3/2025,2.1066,12/2/2025,63.61725116,5.31,,0,-5.31,,7.25743,,,,,,,,,,,,,
M5,C,2,18,a,0.45211,11/3/2025,2.15557,12/2/2025,63.61725116,5.31,,0,-5.31,,6.98037,,,,,,,,,,,,,
M5,C,2,18,b ,0.46,11/3/2025,2.08988,12/2/2025,63.61725116,5.31,,0,-5.31,,6.97376,,,,,,,,,,,,,
M5,C,2,18,c,0.45187,11/3/2025,2.11338,12/2/2025,63.61725116,5.31,,0,-5.31,,6.84636,,,,,,,,,,,,,
M6,B,1,0.5,a ,4.4612,12/12/2025,2.32442,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,7.40434,,,,,,,,,,,,,
M6,B,1,0.5,b ,4.43216,12/12/2025,2.34085,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,6.96347,,,,,,,,,,,,,
M6,B,1,0.5,c,4.48353,12/12/2025,2.31795,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.52427,,,,,,,,,,,,,
M6,B,1,2,a ,4.37266,12/12/2025,2.33552,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.61157,,,,,,,,,,,,,
M6,B,1,2,b ,4.54594,12/12/2025,2.71725,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.6123,,,,,,,,,,,,,
M6,B,1,2,c,4.45887,12/12/2025,2.28525,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.36682,,,,,,,,,,,,,
M6,B,1,6,a ,0.4523,12/12/2025,2.33435,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.64903,,,,,,,,,,,,,
M6,B,1,6,b ,0.45145,12/12/2025,2.38753,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.6283,,,,,,,,,,,,,
M6,B,1,6,c,0.45781,12/12/2025,2.27757,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.63349,,,,,,,,,,,,,
M6,B,1,12,a ,0.451,12/12/2025,2.31994,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.69014,,,,,,,,,,,,,
M6,B,1,12,b ,0.45055,12/12/2025,2.28527,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.54729,,,,,,,,,,,,,
M6,B,1,12,c,0.45002,12/12/2025,2.44793,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,3.26442,,,,,,,,,,,,,
M6,B,1,18,a ,0.45266,12/12/2025,2.08857,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,6.03945,,,,,,,,,,,,,
M6,B,1,18,b ,0.4532,12/12/2025,2.32092,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,6.03826,,,,,,,,,,,,,
M6,B,1,18,c ,0.4525,12/12/2025,2.4595,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,6.00071,,,,,,,,,,,,,
M6,B,1,24,a ,0.45461,12/12/2025,2.3285,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,5.99943,,,,,,,,,,,,,
M6,B,1,24,b ,0.45415,12/12/2025,5.11859,1/22/2026,63.61725116,5.31,0.75,0,42.40293837,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,6.07509,,,,,,,,,,,,,small holes cut out-maybe 25%? 
M6,B,1,24,c,0.45262,12/12/2025,5.12167,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,10.23659,,,,,,,,,,,,,
M6,B,1,48,a ,0.45325,12/12/2025,5.13924,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,9.7715,,,,,,,,,,,,,
M6,B,1,48,b ,0.44909,12/12/2025,5.12897,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,10.06019,,,,,,,,,,,,,
M6,B,1,48,c,0.45281,12/12/2025,5.11799,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,9.79128,,,,,,,,,,,,,
M6,B,2,0.5,a ,4.59316,12/12/2025,5.14745,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,9.39863,,,,,,,,,,,,,
M6,B,2,0.5,b ,4.44275,12/12/2025,5.10988,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,9.59534,,,,,,,,,,,,,
M6,B,2,0.5,c,4.62185,12/12/2025,5.14417,1/22/2026,63.61725116,5.31,1,0,58.30725116,1/22-1/23 12:15 pm-11:45 pm (24 hours) 65 degrees C,6.58796,,,,,,,,,,,,,
