Study Phase ,Site ,Tran,Dist ,Rep or Extra,St Filter Wt (g) ,Date Placed,St Ziploc Wt (g) ,Date Removed ,Filter Area (cm2) ,Rubber Band Surface Area (cm2),Prop Filter Recovered (%)  ,"Post-Dry Mass  (Filter/Zip/Sed Total, g) ",Adjusted Filter Mass Recovered (g),Adjusted Filter Surface Area Recovered (cm2),"Sediment Mass               (Post-Dry Mass- Adjusted Filter Mass Recovered-Bag Mass, g)",Sediment Density (Sediment Mass/Adj Filter SA; g/cm2),Flux                        (# of Days Deployed) ,Flux-cm                (Sediment Density/Duration;  g/cm2 per day)  ,Flux-m                  (Sediment Density/Duration; g/m2 per day) 
M2 ,C,1,24,c,0.45339,8/7/2025,2.69145,9/5/2025,63.61725116,5.31,1,3.77652,0.45339,58.30725116,0.63168,0.010833644,29,0.000373574,3.7357393
M2 ,C,1,48,a,0.44925,8/7/2025,2.70035,9/5/2025,63.61725116,5.31,1,3.39817,0.44925,58.30725116,0.24857,0.004263106,29,0.000147004,1.470036597
M2 ,C,1,48,b ,0.4541,8/7/2025,2.68555,9/5/2025,63.61725116,5.31,1,3.73082,0.4541,58.30725116,0.59117,0.010138876,29,0.000349616,3.496164201
M2 ,C,1,48,c,0.45011,8/7/2025,2.71584,9/5/2025,63.61725116,5.31,1,3.39777,0.45011,58.30725116,0.23182,0.003975835,29,0.000137098,1.370977528
M2 ,C,2,0.5,a,0.45309,8/7/2025,2.74541,9/5/2025,63.61725116,5.31,1,3.62898,0.45309,58.30725116,0.43048,0.007382958,29,0.000254585,2.545847667
M2 ,C,2,0.5,b ,0.44693,8/7/2025,2.7356,9/5/2025,63.61725116,5.31,1,3.40331,0.44693,58.30725116,0.22078,0.003786493,29,0.000130569,1.305687251
M2 ,C,2,0.5,c,0.45363,8/7/2025,2.729,9/5/2025,63.61725116,5.31,0.5,3.13312,0.226815,26.49862558,0.177305,0.006691102,29,0.000230728,2.307276466
M2 ,C,2,2,a,0.44627,8/7/2025,2.73017,9/5/2025,63.61725116,5.31,1,3.3258,0.44627,58.30725116,0.14936,0.002561602,29,8.83311E-05,0.883311205
M2 ,C,2,2,b ,0.42764,8/7/2025,2.75752,9/5/2025,63.61725116,5.31,0.5,3.2897,0.21382,26.49862558,0.31836,0.012014208,29,0.000414283,4.142830352
M2 ,C,2,2,c,0.43385,8/7/2025,2.74254,9/5/2025,63.61725116,5.31,1,3.41045,0.43385,58.30725116,0.23406,0.004014252,29,0.000138422,1.38422483
M2 ,C,2,6,a,0.43416,8/7/2025,2.72521,9/5/2025,63.61725116,5.31,1,3.42973,0.43416,58.30725116,0.27036,0.004636816,29,0.00015989,1.598902098
M2 ,C,2,6,b ,0.431,8/7/2025,2.71363,9/5/2025,63.61725116,5.31,1,3.34408,0.431,58.30725116,0.19945,0.003420672,29,0.000117954,1.179542179
M2 ,C,2,6,c,0.42952,8/7/2025,2.74672,9/5/2025,63.61725116,5.31,1,3.44772,0.42952,58.30725116,0.27148,0.004656025,29,0.000160553,1.605525749
M2 ,C,2,12,a,0.43353,8/7/2025,2.74447,9/5/2025,63.61725116,5.31,1,3.42782,0.43353,58.30725116,0.24982,0.004284544,29,0.000147743,1.477429065
M2 ,C,2,12,b ,0.43387,8/7/2025,2.74882,9/5/2025,63.61725116,5.31,0.75,3.435,0.3254025,42.40293837,0.3607775,0.008508314,29,0.00029339,2.933901264
M2 ,C,2,12,c,0.43482,8/7/2025,2.74164,9/5/2025,63.61725116,5.31,1,3.43797,0.43482,58.30725116,0.26151,0.004485034,29,0.000154656,1.546563425
M2 ,C,2,24,a ,0.43548,8/7/2025,2.74715,9/5/2025,63.61725116,5.31,1,4.05815,0.43548,58.30725116,0.87552,0.015015628,29,0.00051778,5.177802799
M2 ,C,2,24,b ,0.45791,8/7/2025,2.71076,9/5/2025,63.61725116,5.31,1,4.20283,0.45791,58.30725116,1.03416,0.017736387,29,0.0006116,6.115995686
M2 ,C,2,24,c,0.4344,8/7/2025,2.72438,9/5/2025,63.61725116,5.31,0.75? ,4.04139,#VALUE!,#VALUE!,#VALUE!,#VALUE!,29,#VALUE!,#VALUE!
M2 ,C,2,48,a,0.45832,8/7/2025,2.72609,9/5/2025,63.61725116,5.31,1,3.67127,0.45832,58.30725116,0.48686,0.008349905,29,0.000287928,2.879277539
M2 ,C,2,48,b ,0.43766,8/7/2025,2.73513,9/5/2025,63.61725116,5.31,1,4.43458,0.43766,58.30725116,1.26179,0.021640362,29,0.000746219,7.462193661
M2 ,C,2,48,c,0.43615,8/7/2025,2.68925,9/5/2025,63.61725116,5.31,1,3.83015,0.43615,58.30725116,0.70475,0.012086833,29,0.000416787,4.167873404
M2 ,C,,,E-1 ,0.45842,NA,2.71841,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M2 ,C,,,E-2 ,0.45825,NA,2.69899,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M2 ,C,,,E-3 ,0.43565,NA,2.71806,NA,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M2 ,C,,,E-4 ,0.45684,8/8/2025,2.71899,9/8/2025,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,31,#VALUE!,#VALUE!
M2 ,S,1,0.5,a,0.4361,8/8/2025,2.69119,9/8/2025,63.61725116,5.31,0.5,8.92432,0.21805,26.49862558,6.01508,0.226995924,31,0.007322449,73.22449163
M2 ,S,1,0.5,b ,0.45852,8/8/2025,2.70263,9/8/2025,63.61725116,5.31,0,3.74347,0,-5.31,1.04084,-0.196015066,31,-0.006323067,-63.23066642
M2 ,S,1,0.5,c,0.43649,8/8/2025,2.7073,9/8/2025,63.61725116,5.31,0,2.7052,0,-5.31,-0.0021,0.00039548,31,1.27574E-05,0.127574266
M2 ,S,1,2,a,0.44137,8/8/2025,2.70533,9/8/2025,63.61725116,5.31,1,5.58784,0.44137,58.30725116,2.44114,0.041866834,31,0.001350543,13.50543029
M2 ,S,1,2,b ,0.44128,8/8/2025,2.72231,9/8/2025,63.61725116,5.31,1,8.80323,0.44128,58.30725116,5.63964,0.09672279,31,0.00312009,31.20089995
M2 ,S,1,2,c,0.45102,8/8/2025,2.72276,9/8/2025,63.61725116,5.31,1,8.09262,0.45102,58.30725116,4.91884,0.084360691,31,0.002721313,27.21312614
M2 ,S,1,6,a,0.45248,8/8/2025,2.7266,9/8/2025,63.61725116,5.31,1,3.97061,0.45248,58.30725116,0.79153,0.013575155,31,0.000437908,4.379082412
M2 ,S,1,6,b ,0.44158,8/8/2025,2.70474,9/8/2025,63.61725116,5.31,1,3.84658,0.44158,58.30725116,0.70026,0.012009827,31,0.000387414,3.874137746
M2 ,S,1,6,c,0.45342,8/8/2025,2.72305,9/8/2025,63.61725116,5.31,0.5,3.57452,0.22671,26.49862558,0.62476,0.023577072,31,0.000760551,7.605507058
M2 ,S,1,12,a,0.43847,8/8/2025,2.69738,9/8/2025,63.61725116,5.31,1,3.52598,0.43847,58.30725116,0.39013,0.006690935,31,0.000215837,2.158365977
M2 ,S,1,12,b ,0.43691,8/8/2025,2.72348,9/8/2025,63.61725116,5.31,1,3.53444,0.43691,58.30725116,0.37405,0.006415154,31,0.00020694,2.069404541
M2 ,S,1,12,c,0.45883,8/8/2025,2.69975,9/8/2025,63.61725116,5.31,1,3.59743,0.45883,58.30725116,0.43885,0.007526508,31,0.000242791,2.427905849
M2 ,S,1,24,a ,0.43507,8/8/2025,2.70224,9/8/2025,63.61725116,5.31,1,3.53721,0.43507,58.30725116,0.3999,0.006858495,31,0.000221242,2.212417794
M2 ,S,1,24,b ,0.45863,8/8/2025,2.72498,9/8/2025,63.61725116,5.31,1,3.60843,0.45863,58.30725116,0.42482,0.007285886,31,0.000235029,2.35028589
M2 ,S,1,24,c,0.43634,8/8/2025,2.71093,9/8/2025,63.61725116,5.31,1,3.40971,0.43634,58.30725116,0.26244,0.004500984,31,0.000145193,1.451930297
M2 ,S,1,48,a,0.45836,8/8/2025,2.70503,9/8/2025,63.61725116,5.31,1,3.32426,0.45836,58.30725116,0.16087,0.002759005,31,8.90002E-05,0.890001627
M2 ,S,1,48,b ,0.43541,8/8/2025,2.7064,9/8/2025,63.61725116,5.31,1,3.53094,0.43541,58.30725116,0.38913,0.006673784,31,0.000215283,2.152833549
M2 ,S,1,48,c,0.43795,8/8/2025,2.71349,9/8/2025,63.61725116,5.31,1,3.36327,0.43795,58.30725116,0.21183,0.003632996,31,0.000117193,1.171934137
M2 ,S,2,0.5,a,0.45873,8/8/2025,2.73404,9/8/2025,63.61725116,5.31,0.25,3.07252,0.1146825,10.59431279,0.2237975,0.021124306,31,0.000681429,6.814292099
M2 ,S,2,0.5,b ,0.43487,8/8/2025,2.73276,9/8/2025,63.61725116,5.31,0.5,4.74632,0.217435,26.49862558,1.796125,0.067781817,31,0.00218651,21.86510238
M2 ,S,2,0.5,c,0.43528,8/8/2025,2.6816,9/8/2025,63.61725116,5.31,0.5,3.7937,0.21764,26.49862558,0.89446,0.033754958,31,0.00108887,10.88869621
M2 ,S,2,2,a,0.45671,8/8/2025,2.7144,9/8/2025,63.61725116,5.31,1,15.21304,0.45671,58.30725116,12.04193,0.206525428,31,0.006662111,66.6211058
M2 ,S,2,2,b ,0.43561,8/8/2025,2.67735,9/8/2025,63.61725116,5.31,1,9.16046,0.43561,58.30725116,6.0475,0.103717803,31,0.003345736,33.45735587
M2 ,S,2,2,c,0.45681,8/8/2025,2.68444,9/8/2025,63.61725116,5.31,1,7.95006,0.45681,58.30725116,4.80881,0.082473619,31,0.002660439,26.60439313
M2 ,S,2,6,a,0.4359,8/8/2025,2.65898,9/8/2025,63.61725116,5.31,0.75,3.31025,0.326925,42.40293837,0.324345,0.007649116,31,0.000246746,2.467456817
M2 ,S,2,6,b ,0.4361,8/8/2025,2.65134,9/8/2025,63.61725116,5.31,0.5,3.3054,0.21805,26.49862558,0.43601,0.016454061,31,0.000530776,5.307761592
M2 ,S,2,6,c,0.45819,8/8/2025,2.69291,9/8/2025,63.61725116,5.31,1,4.43286,0.45819,58.30725116,1.28176,0.021982858,31,0.000709124,7.091244391
M2 ,S,2,12,a,0.43399,8/8/2025,2.68914,9/8/2025,63.61725116,5.31,1,3.72291,0.43399,58.30725116,0.59978,0.010286542,31,0.000331824,3.318239421
M2 ,S,2,12,b ,0.43579,8/8/2025,2.70958,9/8/2025,63.61725116,5.31,1,3.93322,0.43579,58.30725116,0.78785,0.013512042,31,0.000435872,4.358723079
M2 ,S,2,12,c,0.45939,8/8/2025,2.69957,9/8/2025,63.61725116,5.31,0.75?,3.91413,#VALUE!,#VALUE!,#VALUE!,#VALUE!,31,#VALUE!,#VALUE!
M2 ,S,2,24,a ,0.436,8/8/2025,2.69815,9/8/2025,63.61725116,5.31,,3.48207,0,-5.31,0.78392,-0.147630885,31,-0.004762287,-47.62286617
M2 ,S,2,24,b ,0.45894,8/8/2025,2.7324,9/8/2025,63.61725116,5.31,,3.52057,0,-5.31,0.78817,-0.148431262,31,-0.004788105,-47.88105218
M2 ,S,2,24,c,0.43474,8/8/2025,2.68651,9/8/2025,63.61725116,5.31,,3.9553,0,-5.31,1.26879,-0.238943503,31,-0.007707855,-77.0785493
M2 ,S,2,48,a,0.43904,8/8/2025,2.71473,9/8/2025,63.61725116,5.31,1,3.59793,0.43904,58.30725116,0.44416,0.007617577,31,0.000245728,2.457283039
M2 ,S,2,48,b ,0.43436,8/8/2025,2.70413,9/8/2025,63.61725116,5.31,1,3.81092,0.43436,58.30725116,0.67243,0.011532528,31,0.000372017,3.720170286
M2 ,S,2,48,c,0.45072,8/8/2025,2.71767,9/8/2025,63.61725116,5.31,1,3.6094,0.45072,58.30725116,0.44101,0.007563553,31,0.000243986,2.439855893
M2 ,S,,,E-1 ,0.45055,8/8/2025,2.71503,9/8/2025,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,31,#VALUE!,#VALUE!
M2 ,S,,,E-2 ,0.43282,8/8/2025,2.69091,9/8/2025,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,31,#VALUE!,#VALUE!
M2 ,S,,,E-3 ,0.43341,8/8/2025,2.71344,9/8/2025,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,31,#VALUE!,#VALUE!
M2 ,S,,,E-4 ,0.4554,8/8/2025,2.73679,9/8/2025,63.61725116,5.31,NA,NA,#VALUE!,#VALUE!,#VALUE!,#VALUE!,31,#VALUE!,#VALUE!
M3,B,1,0.5,a ,0.44672,9/3/2025,2.41939,10/8/2025,63.61725116,5.31,1,4.5986,0.44672,58.30725116,1.73249,0.029713114,35,0.000848946,8.489461139
M3,B,1,0.5,b ,0.45561,9/3/2025,2.42314,10/8/2025,63.61725116,5.31,1,4.4741,0.45561,58.30725116,1.59535,0.027361091,35,0.000781745,7.817454547
M3,B,1,0.5,c,0.4449,9/3/2025,2.43051,10/8/2025,63.61725116,5.31,1,4.05929,0.4449,58.30725116,1.18388,0.020304164,35,0.000580119,5.801189764
M3,B,1,2,a ,0.45679,9/3/2025,2.4417,10/8/2025,63.61725116,5.31,1,3.42155,0.45679,58.30725116,0.52306,0.008970754,35,0.000256307,2.563072539
M3,B,1,2,b ,0.44362,9/3/2025,2.4295,10/8/2025,63.61725116,5.31,1,3.31705,0.44362,58.30725116,0.44393,0.007613633,35,0.000217532,2.175323658
M3,B,1,2,c,0.45476,9/3/2025,2.41962,10/8/2025,63.61725116,5.31,1,3.24516,0.45476,58.30725116,0.37078,0.006359072,35,0.000181688,1.816877674
M3,B,1,6,a ,0.45458,9/3/2025,2.43716,10/8/2025,63.61725116,5.31,1,3.57488,0.45458,58.30725116,0.68314,0.01171621,35,0.000334749,3.347488576
M3,B,1,6,b ,0.44367,9/3/2025,2.45771,10/8/2025,63.61725116,5.31,1,3.98141,0.44367,58.30725116,1.08003,0.018523082,35,0.000529231,5.29230917
M3,B,1,6,c,0.44319,9/3/2025,2.45274,10/8/2025,63.61725116,5.31,1,3.98382,0.44319,58.30725116,1.08789,0.018657885,35,0.000533082,5.33082435
M3,B,1,12,a ,0.4424,9/3/2025,2.48179,10/8/2025,63.61725116,5.31,1,3.2539,0.4424,58.30725116,0.32971,0.0056547,35,0.000161563,1.615628507
M3,B,1,12,b ,0.45701,9/3/2025,2.44764,10/8/2025,63.61725116,5.31,1,3.19506,0.45701,58.30725116,0.29041,0.004980684,35,0.000142305,1.423052606
M3,B,1,12,c,0.4449,9/3/2025,2.47461,10/8/2025,63.61725116,5.31,1,3.20539,0.4449,58.30725116,0.28588,0.004902992,35,0.000140085,1.400854926
M3,B,1,18,a ,0.4556,9/3/2025,2.45375,10/8/2025,63.61725116,5.31,1,3.26182,0.4556,58.30725116,0.35247,0.006045046,35,0.000172716,1.727155925
M3,B,1,18,b ,0.44289,9/3/2025,2.46881,10/8/2025,63.61725116,5.31,1,3.23375,0.44289,58.30725116,0.32205,0.005523327,35,0.000157809,1.578093357
M3,B,1,18,c ,0.43749,9/3/2025,2.4543,10/8/2025,63.61725116,5.31,1,3.1563,0.43749,58.30725116,0.26451,0.004536486,35,0.000129614,1.296138717
M3,B,1,24,a ,0.43793,9/3/2025,2.44757,10/8/2025,63.61725116,5.31,1,3.14257,0.43793,58.30725116,0.25707,0.004408886,35,0.000125968,1.2596816
M3,B,1,24,b ,0.46001,9/3/2025,2.44791,10/8/2025,63.61725116,5.31,1,3.22843,0.46001,58.30725116,0.32051,0.005496915,35,0.000157055,1.570547126
M3,B,1,24,c,0.4554,9/3/2025,2.46213,10/8/2025,63.61725116,5.31,1,3.23156,0.4554,58.30725116,0.31403,0.00538578,35,0.000153879,1.538794153
M3,B,1,48,a ,0.43775,9/3/2025,2.44042,10/8/2025,63.61725116,5.31,1,3.29795,0.43775,58.30725116,0.41978,0.007199448,35,0.000205699,2.056985031
M3,B,1,48,b ,0.4386,9/3/2025,2.44423,10/8/2025,63.61725116,5.31,1,3.28598,0.4386,58.30725116,0.40315,0.006914234,35,0.00019755,1.975495534
M3,B,1,48,c,0.45861,9/3/2025,2.44284,10/8/2025,63.61725116,5.31,1,3.39851,0.45861,58.30725116,0.49706,0.00852484,35,0.000243567,2.435668635
M3,B,2,0.5,a ,0.43972,9/3/2025,2.4447,10/8/2025,63.61725116,5.31,0.75,4.17363,0.32979,42.40293837,1.39914,0.032996298,35,0.000942751,9.427513778
M3,B,2,0.5,b ,0.45818,9/3/2025,2.43734,10/8/2025,63.61725116,5.31,1,4.85619,0.45818,58.30725116,1.96067,0.033626521,35,0.000960758,9.607577401
M3,B,2,0.5,c,0.43648,9/3/2025,2.46441,10/8/2025,63.61725116,5.31,1,4.0228,0.43648,58.30725116,1.12191,0.019241346,35,0.000549753,5.497527459
M3,B,2,2,a ,0.46031,9/3/2025,2.45227,10/8/2025,63.61725116,5.31,1,3.38223,0.46031,58.30725116,0.46965,0.008054744,35,0.000230136,2.30135552
M3,B,2,2,b ,0.43647,9/3/2025,2.46769,10/8/2025,63.61725116,5.31,1,3.3195,0.43647,58.30725116,0.41534,0.007123299,35,0.000203523,2.035228365
M3,B,2,2,c,0.45335,9/3/2025,2.44291,10/8/2025,63.61725116,5.31,1,3.34168,0.45335,58.30725116,0.44542,0.007639187,35,0.000218262,2.182624881
M3,B,2,6,a ,0.43657,9/3/2025,2.44161,10/8/2025,63.61725116,5.31,1,3.68368,0.43657,58.30725116,0.8055,0.013814748,35,0.000394707,3.947070949
M3,B,2,6,b ,0.45419,9/3/2025,2.4378,10/8/2025,63.61725116,5.31,1,3.79761,0.45419,58.30725116,0.90562,0.015531859,35,0.000443767,4.437673982
M3,B,2,6,c,0.43388,9/3/2025,2.45268,10/8/2025,63.61725116,5.31,1,3.53622,0.43388,58.30725116,0.64966,0.01114201,35,0.000318343,3.183431549
M3,B,2,12,a ,0.45576,9/3/2025,2.42306,10/8/2025,63.61725116,5.31,1,3.43921,0.45576,58.30725116,0.56039,0.009610983,35,0.0002746,2.745995144
M3,B,2,12,b ,0.43392,9/3/2025,2.45518,10/8/2025,63.61725116,5.31,1,3.58565,0.43392,58.30725116,0.69655,0.011946199,35,0.00034132,3.413199589
M3,B,2,12,c,0.43724,9/3/2025,2.43553,10/8/2025,63.61725116,5.31,1,3.39468,0.43724,58.30725116,0.52191,0.008951031,35,0.000255744,2.557437367
M3,B,2,24,a ,0.43669,9/3/2025,2.47034,10/8/2025,63.61725116,5.31,1,3.2623,0.43669,58.30725116,0.35527,0.006093067,35,0.000174088,1.740876345
M3,B,2,24,b ,0.45969,9/3/2025,2.44223,10/8/2025,63.61725116,5.31,1,3.20715,0.45969,58.30725116,0.30523,0.005234855,35,0.000149567,1.495672831
M3,B,2,24,c,0.4384,9/3/2025,2.44808,10/8/2025,63.61725116,5.31,1,3.25795,0.4384,58.30725116,0.37147,0.006370906,35,0.000182026,1.820258777
M3,B,2,48,a ,0.43672,9/3/2025,2.4465,10/8/2025,63.61725116,5.31,1,3.3179,0.43672,58.30725116,0.43468,0.00745499,35,0.000213,2.129997269
M3,B,2,48,b ,0.45978,9/3/2025,2.4632,10/8/2025,63.61725116,5.31,1,3.37845,0.45978,58.30725116,0.45547,0.00781155,35,0.000223187,2.23187139
M3,B,2,48,c,0.437,9/3/2025,2.44997,10/8/2025,63.61725116,5.31,1,3.47115,0.437,58.30725116,0.58418,0.010018994,35,0.000286257,2.862569717
M3,B,,,E1 ,0.42207,9/3/2025,2.46796,10/8/2025,63.61725116,5.31,1,2.46592,0.42207,58.30725116,-0.42411,-0.007273709,35,-0.00020782,-2.078202682
M3,B,,,E2 ,0.45391,9/3/2025,2.46575,10/8/2025,63.61725116,5.31,1,2.46282,0.45391,58.30725116,-0.45684,-0.007835046,35,-0.000223858,-2.238584596
M3,B,,,E3,0.453,9/3/2025,2.46548,10/8/2025,63.61725116,5.31,1,2.46403,0.453,58.30725116,-0.45445,-0.007794056,35,-0.000222687,-2.226873237
M3,B,,,E4 ,0.43371,9/3/2025,2.45473,10/8/2025,63.61725116,5.31,1,2.45233,0.43371,58.30725116,-0.43611,-0.007479516,35,-0.0002137,-2.137004483
M3,G,1,0.5,a,0.45414,9/6/2025,2.46708,10/7/2025,63.61725116,5.31,1,3.35554,0.45414,58.30725116,0.43432,0.007448816,31,0.000240284,2.402843952
M3,G,1,0.5,b ,0.43461,9/6/2025,2.49538,10/7/2025,63.61725116,2.655,1,3.3584,0.43461,60.96225116,0.42841,0.007027464,31,0.000226692,2.266923737
M3,G,1,0.5,c,0.45561,9/6/2025,2.43412,10/7/2025,63.61725116,5.31,1,3.33053,0.45561,58.30725116,0.4408,0.007559952,31,0.000243869,2.438694083
M3,G,1,2,a,0.4395,9/6/2025,2.43455,10/7/2025,63.61725116,5.31,1,3.4335,0.4395,58.30725116,0.55945,0.009594862,31,0.000309512,3.095116617
M3,G,1,2,b ,0.4352,9/6/2025,2.44313,10/7/2025,63.61725116,5.31,1,9.0913,0.4352,58.30725116,6.21297,0.106555701,31,0.003437281,34.37280666
M3,G,1,2,c,0.45428,9/6/2025,2.46236,10/7/2025,63.61725116,5.31,1,15.1226,0.45428,58.30725116,12.20596,0.209338629,31,0.006752859,67.5285899
M3,G,1,6,a,0.43721,9/6/2025,2.4586,10/7/2025,63.61725116,5.31,1,4.04815,0.43721,58.30725116,1.15234,0.019763237,31,0.000637524,6.375237612
M3,G,1,6,b ,0.45525,9/6/2025,2.4733,10/7/2025,63.61725116,5.31,1,4.29144,0.45525,58.30725116,1.36289,0.02337428,31,0.000754009,7.540090242
M3,G,1,6,c,0.43357,9/6/2025,2.47456,10/7/2025,63.61725116,5.31,1,4.13145,0.43357,58.30725116,1.22332,0.020980581,31,0.000676793,6.767929322
M3,G,1,12,a,0.4577,9/6/2025,2.47555,10/7/2025,63.61725116,5.31,1,3.77633,0.4577,58.30725116,0.84308,0.014459265,31,0.000466428,4.664279055
M3,G,1,12,b ,0.43722,9/6/2025,2.45236,10/7/2025,63.61725116,5.31,1,3.66577,0.43722,58.30725116,0.77619,0.013312066,31,0.000429421,4.294214973
M3,G,1,12,c,0.45766,9/6/2025,2.45765,10/7/2025,63.61725116,5.31,1,3.59931,0.45766,58.30725116,0.684,0.011730959,31,0.000378418,3.784180473
M3,G,1,24,a ,0.43669,9/6/2025,2.45072,10/7/2025,63.61725116,5.31,1,3.23777,0.43669,58.30725116,0.35036,0.006008858,31,0.000193834,1.938341331
M3,G,1,24,b ,0.45969,9/6/2025,2.4688,10/7/2025,63.61725116,5.31,1,3.27307,0.45969,58.30725116,0.34458,0.005909728,31,0.000190636,1.9063639
M3,G,1,24,c,0.4384,9/6/2025,2.47084,10/7/2025,63.61725116,5.31,1,3.34367,0.4384,58.30725116,0.43443,0.007450703,31,0.000240345,2.403452519
M3,G,1,48,a,0.4595,9/6/2025,2.49493,10/7/2025,63.61725116,5.31,1,3.44666,0.4595,58.30725116,0.49223,0.008442003,31,0.000272323,2.723226834
M3,G,1,48,b ,0.43685,9/6/2025,2.47624,10/7/2025,63.61725116,5.31,1,3.37078,0.43685,58.30725116,0.45769,0.007849624,31,0.000253214,2.532136785
M3,G,1,48,c,0.45734,9/6/2025,2.46395,10/7/2025,63.61725116,5.31,1,3.31546,0.45734,58.30725116,0.39417,0.006760223,31,0.000218072,2.180716984
M3,G,2,0.5,a,0.43841,9/6/2025,2.4251,10/7/2025,63.61725116,5.31,1,123.42,0.43841,58.30725116,120.55649,2.06760716,31,0.066697005,666.9700517
M3,G,2,0.5,b ,0.45817,9/6/2025,2.43913,10/7/2025,63.61725116,5.31,1,246.34,0.45817,58.30725116,243.4427,4.175170243,31,0.134682911,1346.829111
M3,G,2,0.5,c,0.46037,9/6/2025,2.40814,10/7/2025,63.61725116,5.31,1,195.79,0.46037,58.30725116,192.92149,3.308704941,31,0.106732417,1067.324174
M3,G,2,2,a,0.43545,9/6/2025,2.45052,10/7/2025,63.61725116,5.31,1,12.28334,0.43545,58.30725116,9.39737,0.161169834,31,0.005199027,51.99026909
M3,G,2,2,b ,0.45131,9/6/2025,2.41349,10/7/2025,63.61725116,5.31,1,38.1526,0.45131,58.30725116,35.2878,0.605204315,31,0.01952272,195.2271984
M3,G,2,2,c,0.43337,9/6/2025,2.48638,10/7/2025,63.61725116,5.31,1,6.18734,0.43337,58.30725116,3.26759,0.056040886,31,0.001807771,18.07770508
M3,G,2,6,a,0.4385,9/6/2025,2.4179,10/7/2025,63.61725116,5.31,1,4.12685,0.4385,58.30725116,1.27045,0.021788885,31,0.000702867,7.028672635
M3,G,2,6,b ,0.45848,9/6/2025,2.4029,10/7/2025,63.61725116,5.31,1,4.25871,0.45848,58.30725116,1.39733,0.023964944,31,0.000773063,7.730627048
M3,G,2,6,c,0.4364,9/6/2025,2.42125,10/7/2025,63.61725116,5.31,1,4.48905,0.4364,58.30725116,1.6314,0.027979367,31,0.00090256,9.025602374
M3,G,2,12,a,0.4532,9/6/2025,2.40815,10/7/2025,63.61725116,5.31,1,3.47723,0.4532,58.30725116,0.61588,0.010562666,31,0.000340731,3.407311506
M3,G,2,12,b ,0.43784,9/6/2025,2.42035,10/7/2025,63.61725116,5.31,1,3.41052,0.43784,58.30725116,0.55233,0.00947275,31,0.000305573,3.055725732
M3,G,2,12,c,0.43517,9/6/2025,2.41303,10/7/2025,63.61725116,5.31,1,3.42262,0.43517,58.30725116,0.57442,0.009851605,31,0.000317794,3.177937058
M3,G,2,24,a ,0.43681,9/6/2025,2.46671,10/7/2025,63.61725116,5.31,1,3.09083,0.43681,58.30725116,0.18731,0.003212465,31,0.000103628,1.036279012
M3,G,2,24,b ,0.43917,9/6/2025,2.4723,10/7/2025,63.61725116,5.31,1,3.11028,0.43917,58.30725116,0.19881,0.003409696,31,0.00010999,1.09990193
M3,G,2,24,c,0.45537,9/6/2025,2.4694,10/7/2025,63.61725116,5.31,1,3.11984,0.45537,58.30725116,0.19507,0.003345553,31,0.000107921,1.07921065
M3,G,2,48,a,0.43724,9/6/2025,2.4821,10/7/2025,63.61725116,5.31,1,3.25959,0.43724,58.30725116,0.34025,0.005835466,31,0.000188241,1.882408488
M3,G,2,48,b ,0.45623,9/6/2025,2.4476,10/7/2025,63.61725116,5.31,1,3.13354,0.45623,58.30725116,0.22971,0.003939647,31,0.000127085,1.270853942
M3,G,2,48,c,0.43474,9/6/2025,2.4429,10/7/2025,63.61725116,5.31,1,3.15036,0.43474,58.30725116,0.27272,0.004677291,31,0.00015088,1.508803653
M3,G,,,E-1 ,0.45141,NA,2.45032,NA,63.61725116,5.31,NA,2.44767,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,G,,,E-2 ,0.45341,NA,2.45209,NA,63.61725116,5.31,NA,2.44916,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,G,,,E-3 ,0.453,NA,2.43924,NA,63.61725116,5.31,NA,2.43669,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,G,,,E-4 ,0.45192,NA,2.43281,NA,63.61725116,5.31,NA,2.43168,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
M3,C,1,0.5,a,0.45329,9/5/2025,2.43535,10/3/2025,63.61725116,5.31,1,3.23755,0.45329,58.30725116,0.34891,0.00598399,28,0.000213714,2.137139238
