Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,Bio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star
M7,GiantMarsh,T1,48,a,2026-01-23,2026-02-20,2026,1.152708448,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48a,1.8736093472186943,0.974207041
M7,GiantMarsh,T1,48,b,2026-01-23,2026-02-20,2026,1.410275601,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48b,1.8595885191770385,0.95817358
M7,GiantMarsh,T1,48,c,2026-01-23,2026-02-20,2026,2.367170137,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48c,1.886106172212344,0.988497734
M7,GiantMarsh,T2,0.5,a,2026-01-23,2026-02-20,2026,-0.052770951,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M7,GiantMarsh,T2,0.5,b,2026-01-23,2026-02-20,2026,0.288949028,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5b,2.041249682499365,1.165911467
M7,GiantMarsh,T2,0.5,c,2026-01-23,2026-02-20,2026,-5.836130368,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M7,GiantMarsh,T2,2,a,2026-01-23,2026-02-20,2026,10.97310177,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2a,2.0616713233426465,1.189264552
M7,GiantMarsh,T2,2,b,2026-01-23,2026-02-20,2026,36.153547090000004,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2b,2.054051308102616,1.180550715
M7,GiantMarsh,T2,2,c,2026-01-23,2026-02-20,2026,2.897293639,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2c,2.0564897129794257,1.183339143
M7,GiantMarsh,T2,6,a,2026-01-23,2026-02-20,2026,58.14084461,0,0,0,1,0,1,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6a,1.9406654813309625,1.050888811
M7,GiantMarsh,T2,6,b,2026-01-23,2026-02-20,2026,40.76106867,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6b,1.9434086868173737,1.054025793
M7,GiantMarsh,T2,6,c,2026-01-23,2026-02-20,2026,44.55159486,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6c,1.9473710947421896,1.058556988
M7,GiantMarsh,T2,12,a,2026-01-23,2026-02-20,2026,10.75219359,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12a,1.9333502667005331,1.042523527
M7,GiantMarsh,T2,12,b,2026-01-23,2026-02-20,2026,10.25227303,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12b,1.9354838709677415,1.044963402
M7,GiantMarsh,T2,12,c,2026-01-23,2026-02-20,2026,10.88732091,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12c,1.9318262636525272,1.04078076
M7,GiantMarsh,T2,24,a,2026-01-23,2026-02-20,2026,5.4203065,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24a,1.9357886715773431,1.045311955
M7,GiantMarsh,T2,24,b,2026-01-23,2026-02-20,2026,4.787391922,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24b,1.9406654813309625,1.050888811
M7,GiantMarsh,T2,24,c,2026-01-23,2026-02-20,2026,4.532294898,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24c,1.9354838709677415,1.044963402
M7,GiantMarsh,T2,48,a,2026-01-23,2026-02-20,2026,5.033675074,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48a,1.8733045466090932,0.973858487
M7,GiantMarsh,T2,48,b,2026-01-23,2026-02-20,2026,2.740159711,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48b,1.897078994157988,1.001045661
M7,GiantMarsh,T2,48,c,2026-01-23,2026-02-20,2026,3.950803927,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48c,1.8836677673355344,0.985709306
M7,GiantMarsh,T1,18,a,2026-01-23,2026-02-20,2026,4.100976581,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18a,1.958039116078232,1.070756361
M7,GiantMarsh,T1,18,b,2026-01-23,2026-02-20,2026,3.307279019,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18b,1.94005588011176,1.050191704
M7,GiantMarsh,T1,18,c,2026-01-23,2026-02-20,2026,6.158257728,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18c,1.9348742697485393,1.044266295
M7,GiantMarsh,T2,18,a,2026-01-23,2026-02-20,2026,6.336668454,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18a,1.9610871221742443,1.074241896
M7,GiantMarsh,T2,18,b,2026-01-23,2026-02-20,2026,7.561572055,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18b,1.9516383032766065,1.063436738
M7,GiantMarsh,T2,18,c,2026-01-23,2026-02-20,2026,7.365589724,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18c,1.9586487172974345,1.071453468
M8,GiantMarsh,T1,0.5,a,2026-02-20,2026-03-19,2026,0.065088332,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5a,2.067462535,1.195887069
M8,GiantMarsh,T1,0.5,b,2026-02-20,2026-03-19,2026,0.156200352,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5b,2.066243332486665,1.194492855
M8,GiantMarsh,T1,0.5,c,2026-02-20,2026-03-19,2026,-1.900719008,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M8,GiantMarsh,T1,2,a,2026-02-20,2026-03-19,2026,0.751135648,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2a,2.0183896367792733,1.139769955
M8,GiantMarsh,T1,2,b,2026-02-20,2026-03-19,2026,0.905007259,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2b,2.019304038608077,1.140815615
M8,GiantMarsh,T1,2,c,2026-02-20,2026-03-19,2026,0.764700569,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2c,2.0189992379984756,1.140467062
M8,GiantMarsh,T1,6,a,2026-02-20,2026-03-19,2026,1.901010101,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6a,1.9723647447294896,1.087138376
M8,GiantMarsh,T1,6,b,2026-02-20,2026-03-19,2026,2.386436316,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6b,1.9793751587503172,1.095155106
M8,GiantMarsh,T1,6,c,2026-02-20,2026-03-19,2026,2.572561,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6c,1.9763271526543051,1.091669571
M8,GiantMarsh,T1,12,a,2026-02-20,2026-03-19,2026,3.066661779,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12a,1.9418846837693675,1.052283025
M8,GiantMarsh,T1,12,b,2026-02-20,2026-03-19,2026,3.698332976,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12b,1.9495046990093976,1.060996863
M8,GiantMarsh,T1,12,c,2026-02-20,2026-03-19,2026,4.060859846,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12c,1.9577343154686309,1.070407808
M8,GiantMarsh,T1,18,a,2026-02-20,2026-03-19,2026,1.732001669,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18a,1.958039116078232,1.070756361
M8,GiantMarsh,T1,18,b,2026-02-20,2026-03-19,2026,1.278362778,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18b,1.94005588011176,1.050191704
M8,GiantMarsh,T1,18,c,2026-02-20,2026-03-19,2026,4.933090065,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18c,1.9348742697485393,1.044266295
M8,GiantMarsh,T1,24,a,2026-02-20,2026-03-19,2026,7.372214163,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24a,1.94005588011176,1.050191704
M8,GiantMarsh,T1,24,b,2026-02-20,2026-03-19,2026,2.468349807,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24b,1.9467614935229869,1.057859881
M8,GiantMarsh,T1,24,c,2026-02-20,2026-03-19,2026,3.111198964,0,0,1,0,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24c,1.952247904495809,1.064133845
M8,GiantMarsh,T1,48,a,2026-02-20,2026-03-19,2026,1.695906172,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48a,1.8736093472186943,0.974207041
M8,GiantMarsh,T1,48,b,2026-02-20,2026-03-19,2026,1.21833946,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48b,1.8595885191770385,0.95817358
M8,GiantMarsh,T1,48,c,2026-02-20,2026-03-19,2026,0.832932702,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48c,1.886106172212344,0.988497734
M8,GiantMarsh,T2,0.5,a,2026-02-20,2026-03-19,2026,-0.085406603,0,0,0,0,0,0,1,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M8,GiantMarsh,T2,0.5,b,2026-02-20,2026-03-19,2026,-0.169008432,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5b,2.041249682499365,1.165911467
M8,GiantMarsh,T2,0.5,c,2026-02-20,2026-03-19,2026,-0.104211193,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M8,GiantMarsh,T2,2,a,2026-02-20,2026-03-19,2026,21.11179043,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2a,2.0616713233426465,1.189264552
M8,GiantMarsh,T2,2,b,2026-02-20,2026-03-19,2026,37.67257909,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2b,2.054051308102616,1.180550715
M8,GiantMarsh,T2,2,c,2026-02-20,2026-03-19,2026,5.150943854,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2c,2.0564897129794257,1.183339143
M8,GiantMarsh,T2,6,a,2026-02-20,2026-03-19,2026,7.658649397,0,0,0,0,1,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6a,1.9406654813309625,1.050888811
M8,GiantMarsh,T2,6,b,2026-02-20,2026-03-19,2026,7.848267193,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6b,1.9434086868173737,1.054025793
M8,GiantMarsh,T2,6,c,2026-02-20,2026-03-19,2026,7.482130773,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6c,1.9473710947421896,1.058556988
M8,GiantMarsh,T2,12,a,2026-02-20,2026-03-19,2026,1.408073693,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12a,1.9333502667005331,1.042523527
M8,GiantMarsh,T2,12,b,2026-02-20,2026-03-19,2026,1.993868678,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12b,1.9354838709677415,1.044963402
M8,GiantMarsh,T2,12,c,2026-02-20,2026-03-19,2026,4.246053033,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12c,1.9318262636525272,1.04078076
M8,GiantMarsh,T2,18,a,2026-02-20,2026-03-19,2026,4.295305921,0,0,0,1,0,0,0,0,0,Review,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18a,1.9610871221742443,1.074241896
M8,GiantMarsh,T2,18,b,2026-02-20,2026-03-19,2026,1.548671476,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18b,1.9516383032766065,1.063436738
M8,GiantMarsh,T2,18,c,2026-02-20,2026-03-19,2026,2.192568567,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18c,1.9586487172974345,1.071453468
M8,GiantMarsh,T2,24,a,2026-02-20,2026-03-19,2026,1.312013096,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24a,1.9357886715773431,1.045311955
M8,GiantMarsh,T2,24,b,2026-02-20,2026-03-19,2026,1.249078851,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24b,1.9406654813309625,1.050888811
M8,GiantMarsh,T2,24,c,2026-02-20,2026-03-19,2026,1.069067114,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24c,1.9354838709677415,1.044963402
M8,GiantMarsh,T2,48,a,2026-02-20,2026-03-19,2026,7.591872727,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48a,1.8733045466090932,0.973858487
M8,GiantMarsh,T2,48,b,2026-02-20,2026-03-19,2026,1.393053309,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48b,1.897078994157988,1.001045661
M8,GiantMarsh,T2,48,c,2026-02-20,2026-03-19,2026,5.46969038,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48c,1.8836677673355344,0.985709306
M9,GiantMarsh,T1,0.5,a,2026-03-19,2026-04-17,2026,-0.084503212,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5a,2.067462535,1.195887069
M9,GiantMarsh,T1,0.5,b,2026-03-19,2026-04-17,2026,0.137893632,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5b,2.066243332486665,1.194492855
M9,GiantMarsh,T1,0.5,c,2026-03-19,2026-04-17,2026,0.162718822,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M9,GiantMarsh,T1,2,a,2026-03-19,2026-04-17,2026,12.23724675,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2a,2.0183896367792733,1.139769955
M9,GiantMarsh,T1,2,b,2026-03-19,2026-04-17,2026,9.062332609,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2b,2.019304038608077,1.140815615
M9,GiantMarsh,T1,2,c,2026-03-19,2026-04-17,2026,6.80258988,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2c,2.0189992379984756,1.140467062
M9,GiantMarsh,T1,6,a,2026-03-19,2026-04-17,2026,4.543606001,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6a,1.9723647447294896,1.087138376
M9,GiantMarsh,T1,6,b,2026-03-19,2026-04-17,2026,2.945741864,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6b,1.9793751587503172,1.095155106
M9,GiantMarsh,T1,6,c,2026-03-19,2026-04-17,2026,2.654127187,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6c,1.9763271526543051,1.091669571
M9,GiantMarsh,T1,12,a,2026-03-19,2026-04-17,2026,1.860154736,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12a,1.9418846837693675,1.052283025
M9,GiantMarsh,T1,12,b,2026-03-19,2026-04-17,2026,1.285381124,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12b,1.9495046990093976,1.060996863
M9,GiantMarsh,T1,12,c,2026-03-19,2026-04-17,2026,1.551736983,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12c,1.9577343154686309,1.070407808
M9,GiantMarsh,T1,18,a,2026-03-19,2026-04-17,2026,0.84703765,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18a,1.958039116078232,1.070756361
M9,GiantMarsh,T1,18,b,2026-03-19,2026-04-17,2026,0.753265644,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18b,1.94005588011176,1.050191704
M9,GiantMarsh,T1,18,c,2026-03-19,2026-04-17,2026,1.244023875,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18c,1.9348742697485393,1.044266295
M9,GiantMarsh,T1,24,a,2026-03-19,2026-04-17,2026,1.33996402,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24a,1.94005588011176,1.050191704
M9,GiantMarsh,T1,24,b,2026-03-19,2026-04-17,2026,0.782318705,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24b,1.9467614935229869,1.057859881
M9,GiantMarsh,T1,24,c,2026-03-19,2026-04-17,2026,0.839882791,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24c,1.952247904495809,1.064133845
M9,GiantMarsh,T1,48,a,2026-03-19,2026-04-17,2026,0.671093181,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48a,1.8736093472186943,0.974207041
M9,GiantMarsh,T1,48,b,2026-03-19,2026-04-17,2026,0.465499413,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48b,1.8595885191770385,0.95817358
M9,GiantMarsh,T1,48,c,2026-03-19,2026-04-17,2026,0.751151708,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48c,1.886106172212344,0.988497734
M9,GiantMarsh,T2,0.5,a,2026-03-19,2026-04-17,2026,-0.345980759,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M9,GiantMarsh,T2,0.5,b,2026-03-19,2026-04-17,2026,-0.07073553,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5b,2.041249682499365,1.165911467
M9,GiantMarsh,T2,0.5,c,2026-03-19,2026-04-17,2026,-0.216271851,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M9,GiantMarsh,T2,2,a,2026-03-19,2026-04-17,2026,102.4997403,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2a,2.0616713233426465,1.189264552
M9,GiantMarsh,T2,2,b,2026-03-19,2026-04-17,2026,480.7419717,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2b,2.054051308102616,1.180550715
M9,GiantMarsh,T2,2,c,2026-03-19,2026-04-17,2026,247.0634885,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2c,2.0564897129794257,1.183339143
M9,GiantMarsh,T2,6,a,2026-03-19,2026-04-17,2026,5.452327201,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6a,1.9406654813309625,1.050888811
M9,GiantMarsh,T2,6,b,2026-03-19,2026-04-17,2026,4.051926311,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6b,1.9434086868173737,1.054025793
M9,GiantMarsh,T2,6,c,2026-03-19,2026-04-17,2026,5.011761385,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-6c,1.9473710947421896,1.058556988
M9,GiantMarsh,T2,12,a,2026-03-19,2026-04-17,2026,1.154967571,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12a,1.9333502667005331,1.042523527
M9,GiantMarsh,T2,12,b,2026-03-19,2026-04-17,2026,1.330641023,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12b,1.9354838709677415,1.044963402
M9,GiantMarsh,T2,12,c,2026-03-19,2026-04-17,2026,1.882269752,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-12c,1.9318262636525272,1.04078076
M9,GiantMarsh,T2,18,a,2026-03-19,2026-04-17,2026,1.009756471,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18a,1.9610871221742443,1.074241896
M9,GiantMarsh,T2,18,b,2026-03-19,2026-04-17,2026,1.292590186,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18b,1.9516383032766065,1.063436738
M9,GiantMarsh,T2,18,c,2026-03-19,2026-04-17,2026,1.143097011,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18c,1.9586487172974345,1.071453468
M9,GiantMarsh,T2,24,a,2026-03-19,2026-04-17,2026,0.731259034,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24a,1.9357886715773431,1.045311955
M9,GiantMarsh,T2,24,b,2026-03-19,2026-04-17,2026,0.715594231,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24b,1.9406654813309625,1.050888811
M9,GiantMarsh,T2,24,c,2026-03-19,2026-04-17,2026,0.770990179,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-24c,1.9354838709677415,1.044963402
M9,GiantMarsh,T2,48,a,2026-03-19,2026-04-17,2026,1.037346038,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48a,1.8733045466090932,0.973858487
M9,GiantMarsh,T2,48,b,2026-03-19,2026-04-17,2026,0.850886096,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48b,1.897078994157988,1.001045661
M9,GiantMarsh,T2,48,c,2026-03-19,2026-04-17,2026,0.85782414,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G2-48c,1.8836677673355344,0.985709306
M10,GiantMarsh,T1,0.5,a,2026-04-17,2026-05-14,2026,-0.17186114,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-0.5a,2.067462535,1.195887069
M10,GiantMarsh,T1,0.5,b,2026-04-17,2026-05-14,2026,-0.034872908,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-0.5b,2.066243332486665,1.194492855
M10,GiantMarsh,T1,0.5,c,2026-04-17,2026-05-14,2026,-0.033475663,0,0,0,0,0,0,0,0,1,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M10,GiantMarsh,T1,2,a,2026-04-17,2026-05-14,2026,1.041995491,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-2a,2.0183896367792733,1.139769955
M10,GiantMarsh,T1,2,b,2026-04-17,2026-05-14,2026,3.791715519,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-2b,2.019304038608077,1.140815615
M10,GiantMarsh,T1,2,c,2026-04-17,2026-05-14,2026,3.937785845,1,0,0,0,0,0,0,0,0,Review,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-2c,2.0189992379984756,1.140467062
M10,GiantMarsh,T1,6,a,2026-04-17,2026-05-14,2026,0.830895053,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-6a,1.9723647447294896,1.087138376
M10,GiantMarsh,T1,6,b,2026-04-17,2026-05-14,2026,2.500893973,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-6b,1.9793751587503172,1.095155106
M10,GiantMarsh,T1,6,c,2026-04-17,2026-05-14,2026,3.319330257,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Edge,G1-6c,1.9763271526543051,1.091669571
M10,GiantMarsh,T1,12,a,2026-04-17,2026-05-14,2026,0.961013497,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-12a,1.9418846837693675,1.052283025
M10,GiantMarsh,T1,12,b,2026-04-17,2026-05-14,2026,1.483932455,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-12b,1.9495046990093976,1.060996863
M10,GiantMarsh,T1,12,c,2026-04-17,2026-05-14,2026,2.134350023,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-12c,1.9577343154686309,1.070407808
M10,GiantMarsh,T1,18,a,2026-04-17,2026-05-14,2026,0.234504293,0,0,0,0,0,0,0,0,0,OK,Scarped,West.facing,"Growth
(Months 10-12)",Platform,G1-18a,1.958039116078232,1.070756361
