Study.Phase,Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Year,Flux,Filter_Num,RB_Num,Flood_Obsv,BigBio_Obsv,SmallBio_Obsv,Drop_Obsv,OpenBag_Obsv,Position_Obsv,DryTime_Obsv,NegValue_Num,Master_Flag,Month,marsh_edge_type,marsh_orientation,Phen_Period,Marsh_Area,Point_ID,Elevation_m,z_star
M7,SanPablo,T1,12,a,2026-01-11,2026-02-06,2026,3.939142785,1,0,0,0,0,0,0,0,0,0,Review,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-12a,1.877266954533909,0.968126095
M7,SanPablo,T1,12,b,2026-01-11,2026-02-06,2026,2.784642197,1,0,0,0,0,0,0,0,0,0,Review,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-12b,1.889763779527559,0.982486865
M7,SanPablo,T1,12,c,2026-01-11,2026-02-06,2026,1.603399146,0,0,0,0,0,0,1,0,0,0,Review,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-12c,1.8851917703835408,0.977232925
M7,SanPablo,T1,24,a,2026-01-11,2026-02-06,2026,1.724798244,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-24a,1.9751079502159004,1.08056042
M7,SanPablo,T1,24,b,2026-01-11,2026-02-06,2026,1.682175552,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-24b,1.984861569723139,1.091768827
M7,SanPablo,T1,24,c,2026-01-11,2026-02-06,2026,1.79722659,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-24c,1.9751079502159004,1.08056042
M7,SanPablo,T1,48,a,2026-01-11,2026-02-06,2026,1.288414434,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S1-48a,2.013208026416053,1.124343257
M7,SanPablo,T1,48,b,2026-01-11,2026-02-06,2026,1.279043487,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S1-48b,2.0159512319024637,1.127495622
M7,SanPablo,T1,48,c,2026-01-11,2026-02-06,2026,1.398387023,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S1-48c,2.0144272288544576,1.125744308
M7,SanPablo,T2,0.5,a,2026-01-11,2026-02-06,2026,0.993924888,0,0,0,1,0,0,0,0,0,0,Review,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5a,1.727305054610109,0.795796848
M7,SanPablo,T2,0.5,b,2026-01-11,2026-02-06,2026,1.223180556,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5b,1.7297434594869188,0.798598949
M7,SanPablo,T2,0.5,c,2026-01-11,2026-02-06,2026,0.995738619,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-0.5c,1.721818643637287,0.789492119
M7,SanPablo,T2,2,a,2026-01-11,2026-02-06,2026,2.789760951,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2a,1.7401066802133602,0.810507881
M7,SanPablo,T2,2,b,2026-01-11,2026-02-06,2026,1.447418233,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2b,1.751993903987808,0.824168126
M7,SanPablo,T2,2,c,2026-01-11,2026-02-06,2026,1.485990257,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-2c,1.750469900939802,0.822416813
M7,SanPablo,T2,6,a,2026-01-11,2026-02-06,2026,2.291831183,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-6a,1.8239268478536956,0.906830123
M7,SanPablo,T2,6,b,2026-01-11,2026-02-06,2026,1.707567794,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-6b,1.8135636271272544,0.894921191
M7,SanPablo,T2,6,c,2026-01-11,2026-02-06,2026,2.369761182,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Edge,S2-6c,1.8083820167640337,0.888966725
M7,SanPablo,T2,12,a,2026-01-11,2026-02-06,2026,1.151961363,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-12a,1.899517399034798,0.993695271
M7,SanPablo,T2,12,b,2026-01-11,2026-02-06,2026,1.127294614,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-12b,1.8912877825755652,0.984238179
M7,SanPablo,T2,12,c,2026-01-11,2026-02-06,2026,1.204075917,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-12c,1.8836677673355344,0.975481611
M7,SanPablo,T2,24,a,2026-01-11,2026-02-06,2026,2.164084025,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-24a,2.0001016002032004,1.109281961
M7,SanPablo,T2,24,b,2026-01-11,2026-02-06,2026,2.540251948,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-24b,1.9979679959359915,1.106830123
M7,SanPablo,T2,24,c,2026-01-11,2026-02-06,2026,2.130953195,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-24c,1.9915671831343664,1.099474606
M7,SanPablo,T2,48,a,2026-01-11,2026-02-06,2026,1.700010579,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S2-48a,2.0138176276352553,1.125043783
M7,SanPablo,T2,48,b,2026-01-11,2026-02-06,2026,2.042201265,0,0,0,0,0,0,1,0,0,0,Review,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S2-48b,2.022961645923292,1.135551664
M7,SanPablo,T2,48,c,2026-01-11,2026-02-06,2026,1.889605984,0,1,0,0,0,0,0,0,0,0,Review,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Upland,S2-48c,2.0205232410464817,1.132749562
M7,CorteMadera,T1,18,a,2026-01-10,2026-02-07,2026,4.591914845,0,0,0,0,0,0,0,0,0,0,OK,Jan,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18a,1.679756159512319,0.796727273
M7,CorteMadera,T1,18,b,2026-01-10,2026-02-07,2026,3.60650154,0,0,0,0,0,0,0,0,0,0,OK,Jan,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18b,1.6696977393954786,0.784727273
M7,CorteMadera,T1,18,c,2026-01-10,2026-02-07,2026,3.305201864,0,0,0,0,0,0,0,0,0,0,OK,Jan,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C1-18c,1.671526543053086,0.786909091
M7,CorteMadera,T2,18,a,2026-01-10,2026-02-07,2026,3.092209323,0,0,0,0,0,0,0,0,0,0,OK,Jan,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18a,1.6623825247650494,0.776
M7,CorteMadera,T2,18,b,2026-01-10,2026-02-07,2026,2.632372236,0,0,0,0,0,0,0,0,0,0,OK,Jan,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18b,1.6672593345186688,0.781818182
M7,CorteMadera,T2,18,c,2026-01-10,2026-02-07,2026,NA,0,0,0,0,0,0,0,0,0,NA,#VALUE!,Jan,Scarped,East.facing,"Wet
(Months 7-9)",Platform,C2-18c,1.6773177546355091,0.793818182
M7,SanPablo,T1,18,a,2026-01-11,2026-02-06,2026,1.275476482,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-18a,1.9778511557023113,1.083712785
M7,SanPablo,T1,18,b,2026-01-11,2026-02-06,2026,0.632750479,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-18b,1.9882143764287528,1.095621716
M7,SanPablo,T1,18,c,2026-01-11,2026-02-06,2026,0.605121302,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S1-18c,1.9918719837439671,1.099824869
M7,SanPablo,T2,18,a,2026-01-11,2026-02-06,2026,1.379463757,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-18a,1.9677927355854712,1.072154116
M7,SanPablo,T2,18,b,2026-01-11,2026-02-06,2026,1.116835429,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-18b,1.9677927355854712,1.072154116
M7,SanPablo,T2,18,c,2026-01-11,2026-02-06,2026,0.900638629,0,0,0,0,0,0,0,0,0,0,OK,Jan,Ramped,South.facing,"Wet
(Months 7-9)",Platform,S2-18c,1.9613919227838457,1.064798599
M7,Buck'sLanding,T2,18,a,2026-01-22,2026-02-21,2026,0.868055949,0,0,0,0,0,0,0,0,0,0,OK,Feb,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-18a,1.8312420624841248,0.949044586
M7,Buck'sLanding,T2,18,b,2026-01-22,2026-02-21,2026,0.739107697,0,0,0,0,0,0,0,0,0,0,OK,Feb,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-18b,1.8269748539497075,0.944090587
M7,Buck'sLanding,T2,18,c,2026-01-22,2026-02-21,2026,0.738636127,0,0,0,0,0,0,0,0,0,0,OK,Feb,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-18c,1.8403860807721617,0.959660297
M7,GiantMarsh,T1,18,a,2026-01-23,2026-02-20,2026,4.100976581,0,0,0,0,0,0,0,0,0,0,OK,Feb,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18a,1.958039116078232,1.070756361
M7,GiantMarsh,T1,18,b,2026-01-23,2026-02-20,2026,3.307279019,0,0,0,0,0,0,0,0,0,0,OK,Feb,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18b,1.94005588011176,1.050191704
M7,GiantMarsh,T1,18,c,2026-01-23,2026-02-20,2026,6.158257728,0,0,0,0,0,0,0,0,0,0,OK,Feb,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18c,1.9348742697485393,1.044266295
M7,GiantMarsh,T2,18,a,2026-01-23,2026-02-20,2026,6.336668454,0,0,0,0,0,0,0,0,0,0,OK,Feb,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18a,1.9610871221742443,1.074241896
M7,GiantMarsh,T2,18,b,2026-01-23,2026-02-20,2026,7.561572055,0,0,0,0,0,0,0,0,0,0,OK,Feb,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18b,1.9516383032766065,1.063436738
M7,GiantMarsh,T2,18,c,2026-01-23,2026-02-20,2026,7.365589724,0,0,0,0,0,0,0,0,0,0,OK,Feb,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G2-18c,1.9586487172974345,1.071453468
M8,Buck'sLanding,T1,0.5,a,2026-02-21,2026-03-20,2026,1.932040584,0,0,0,0,0,0,0,1,0,0,Review,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-0.5a,1.6544577089154178,0.743807502
M8,Buck'sLanding,T1,0.5,b,2026-02-21,2026-03-20,2026,1.635300668,0,0,0,0,0,0,0,1,0,0,Review,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-0.5b,1.6599441198882396,0.750176929
M8,Buck'sLanding,T1,0.5,c,2026-02-21,2026-03-20,2026,0.632020508,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-0.5c,1.6611633223266449,0.751592357
M8,Buck'sLanding,T1,2,a,2026-02-21,2026-03-20,2026,0.517329977,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-2a,1.7718059436118871,0.880042463
M8,Buck'sLanding,T1,2,b,2026-02-21,2026-03-20,2026,1.035940763,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-2b,1.7794259588519177,0.888888889
M8,Buck'sLanding,T1,2,c,2026-02-21,2026-03-20,2026,0.460159368,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-2c,1.7669291338582676,0.87438075
M8,Buck'sLanding,T1,6,a,2026-02-21,2026-03-20,2026,2.851369605,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-6a,1.8138684277368553,0.928874735
M8,Buck'sLanding,T1,6,b,2026-02-21,2026-03-20,2026,2.562372755,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-6b,1.806248412496825,0.920028309
M8,Buck'sLanding,T1,6,c,2026-02-21,2026-03-20,2026,2.805726267,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B1-6c,1.8053340106680211,0.918966737
M8,Buck'sLanding,T1,12,a,2026-02-21,2026-03-20,2026,0.963051146,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-12a,1.8483108966217932,0.96886058
M8,Buck'sLanding,T1,12,b,2026-02-21,2026-03-20,2026,1.274578573,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-12b,1.8461772923545847,0.966383581
M8,Buck'sLanding,T1,12,c,2026-02-21,2026-03-20,2026,1.159713386,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-12c,1.8428244856489713,0.962491154
M8,Buck'sLanding,T1,18,a,2026-02-21,2026-03-20,2026,1.241743314,0,0,1,0,0,0,0,0,0,0,Review,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-18a,1.8736093472186943,0.998230715
M8,Buck'sLanding,T1,18,b,2026-02-21,2026-03-20,2026,1.076984836,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-18b,1.8745237490474984,0.999292286
M8,Buck'sLanding,T1,18,c,2026-02-21,2026-03-20,2026,1.059519273,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-18c,1.8806197612395223,1.006369427
M8,Buck'sLanding,T1,24,a,2026-02-21,2026-03-20,2026,0.959208723,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-24a,1.8641605283210565,0.987261146
M8,Buck'sLanding,T1,24,b,2026-02-21,2026-03-20,2026,0.920027643,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-24b,1.869037338074676,0.992922859
M8,Buck'sLanding,T1,24,c,2026-02-21,2026-03-20,2026,0.876247298,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B1-24c,1.8714757429514857,0.995753715
M8,Buck'sLanding,T1,48,a,2026-02-21,2026-03-20,2026,1.480206468,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Upland,B1-48a,1.856845313690627,0.978768577
M8,Buck'sLanding,T1,48,b,2026-02-21,2026-03-20,2026,1.820901385,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Upland,B1-48b,1.850749301498603,0.971691437
M8,Buck'sLanding,T1,48,c,2026-02-21,2026-03-20,2026,5.557833255,0,0,0,0,0,0,1,0,0,0,Review,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Upland,B1-48c,1.8516637033274064,0.972753008
M8,Buck'sLanding,T2,0.5,a,2026-02-21,2026-03-20,2026,1.630468529,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-0.5a,1.6338836677673354,0.7199221515
M8,Buck'sLanding,T2,0.5,b,2026-02-21,2026-03-20,2026,1.449641733,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-0.5b,1.6431800863601729,0.730714791
M8,Buck'sLanding,T2,0.5,c,2026-02-21,2026-03-20,2026,1.579003337,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-0.5c,1.6407416814833629,0.727883935
M8,Buck'sLanding,T2,2,a,2026-02-21,2026-03-20,2026,0.576072488,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-2a,1.773329946659893,0.881811748
M8,Buck'sLanding,T2,2,b,2026-02-21,2026-03-20,2026,0.063050683,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-2b,1.7654051308102614,0.872611465
M8,Buck'sLanding,T2,2,c,2026-02-21,2026-03-20,2026,0.194799247,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-2c,1.7696723393446787,0.877565464
M8,Buck'sLanding,T2,6,a,2026-02-21,2026-03-20,2026,2.811489902,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-6a,1.843738887477775,0.963552725
M8,Buck'sLanding,T2,6,b,2026-02-21,2026-03-20,2026,2.971299804,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-6b,1.8394716789433576,0.958598726
M8,Buck'sLanding,T2,6,c,2026-02-21,2026-03-20,2026,2.292296932,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Edge,B2-6c,1.8376428752857503,0.956475584
M8,Buck'sLanding,T2,12,a,2026-02-21,2026-03-20,2026,2.120377573,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-12a,1.84008128016256,0.95930644
M8,Buck'sLanding,T2,12,b,2026-02-21,2026-03-20,2026,2.211897123,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-12b,1.835814071628143,0.954352442
M8,Buck'sLanding,T2,12,c,2026-02-21,2026-03-20,2026,2.004697327,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-12c,1.822098044196088,0.938428875
M8,Buck'sLanding,T2,18,a,2026-02-21,2026-03-20,2026,1.461227223,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-18a,1.8312420624841248,0.949044586
M8,Buck'sLanding,T2,18,b,2026-02-21,2026-03-20,2026,1.247972698,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-18b,1.8269748539497075,0.944090587
M8,Buck'sLanding,T2,18,c,2026-02-21,2026-03-20,2026,1.088861419,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-18c,1.8403860807721617,0.959660297
M8,Buck'sLanding,T2,24,a,2026-02-21,2026-03-20,2026,1.089676479,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-24a,1.8266700533401063,0.94373673
M8,Buck'sLanding,T2,24,b,2026-02-21,2026-03-20,2026,1.078382081,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-24b,1.8294132588265175,0.946921444
M8,Buck'sLanding,T2,24,c,2026-02-21,2026-03-20,2026,1.439861018,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Platform,B2-24c,1.8446532893065783,0.964614296
M8,Buck'sLanding,T2,48,a,2026-02-21,2026-03-20,2026,1.713138861,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Upland,B2-48a,1.8416052832105665,0.961075725
M8,Buck'sLanding,T2,48,b,2026-02-21,2026-03-20,2026,1.463497746,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Upland,B2-48b,1.8525781051562105,0.973814579
M8,Buck'sLanding,T2,48,c,2026-02-21,2026-03-20,2026,1.626160357,0,0,0,0,0,0,0,0,0,0,OK,Mar,Ramped,East.facing,"Wet
(Months 7-9)",Upland,B2-48c,1.849530099060198,0.970276008
M8,GiantMarsh,T1,0.5,a,2026-02-20,2026-03-19,2026,0.065088332,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5a,2.067462535,1.195887069
M8,GiantMarsh,T1,0.5,b,2026-02-20,2026-03-19,2026,0.156200352,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5b,2.066243332486665,1.194492855
M8,GiantMarsh,T1,0.5,c,2026-02-20,2026-03-19,2026,-1.900719008,0,0,0,0,0,0,0,0,0,1,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-0.5c,2.0574041148082296,1.184384803
M8,GiantMarsh,T1,2,a,2026-02-20,2026-03-19,2026,0.751135648,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2a,2.0183896367792733,1.139769955
M8,GiantMarsh,T1,2,b,2026-02-20,2026-03-19,2026,0.905007259,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2b,2.019304038608077,1.140815615
M8,GiantMarsh,T1,2,c,2026-02-20,2026-03-19,2026,0.764700569,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-2c,2.0189992379984756,1.140467062
M8,GiantMarsh,T1,6,a,2026-02-20,2026-03-19,2026,1.901010101,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6a,1.9723647447294896,1.087138376
M8,GiantMarsh,T1,6,b,2026-02-20,2026-03-19,2026,2.386436316,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6b,1.9793751587503172,1.095155106
M8,GiantMarsh,T1,6,c,2026-02-20,2026-03-19,2026,2.572561,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G1-6c,1.9763271526543051,1.091669571
M8,GiantMarsh,T1,12,a,2026-02-20,2026-03-19,2026,3.066661779,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12a,1.9418846837693675,1.052283025
M8,GiantMarsh,T1,12,b,2026-02-20,2026-03-19,2026,3.698332976,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12b,1.9495046990093976,1.060996863
M8,GiantMarsh,T1,12,c,2026-02-20,2026-03-19,2026,4.060859846,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-12c,1.9577343154686309,1.070407808
M8,GiantMarsh,T1,18,a,2026-02-20,2026-03-19,2026,1.732001669,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18a,1.958039116078232,1.070756361
M8,GiantMarsh,T1,18,b,2026-02-20,2026-03-19,2026,1.278362778,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18b,1.94005588011176,1.050191704
M8,GiantMarsh,T1,18,c,2026-02-20,2026-03-19,2026,4.933090065,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-18c,1.9348742697485393,1.044266295
M8,GiantMarsh,T1,24,a,2026-02-20,2026-03-19,2026,7.372214163,0,0,1,0,0,0,0,0,0,0,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24a,1.94005588011176,1.050191704
M8,GiantMarsh,T1,24,b,2026-02-20,2026-03-19,2026,2.468349807,0,0,1,0,0,0,0,0,0,0,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24b,1.9467614935229869,1.057859881
M8,GiantMarsh,T1,24,c,2026-02-20,2026-03-19,2026,3.111198964,0,0,1,0,0,0,0,0,0,0,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Platform,G1-24c,1.952247904495809,1.064133845
M8,GiantMarsh,T1,48,a,2026-02-20,2026-03-19,2026,1.695906172,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48a,1.8736093472186943,0.974207041
M8,GiantMarsh,T1,48,b,2026-02-20,2026-03-19,2026,1.21833946,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48b,1.8595885191770385,0.95817358
M8,GiantMarsh,T1,48,c,2026-02-20,2026-03-19,2026,0.832932702,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Upland,G1-48c,1.886106172212344,0.988497734
M8,GiantMarsh,T2,0.5,a,2026-02-20,2026-03-19,2026,-0.085406603,0,0,0,0,0,0,0,1,0,1,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5a,2.0357632715265432,1.159637504
M8,GiantMarsh,T2,0.5,b,2026-02-20,2026-03-19,2026,-0.169008432,0,0,0,0,0,0,0,0,0,1,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5b,2.041249682499365,1.165911467
M8,GiantMarsh,T2,0.5,c,2026-02-20,2026-03-19,2026,-0.104211193,0,0,0,0,0,0,0,0,0,1,Review,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-0.5c,2.0519177038354077,1.17811084
M8,GiantMarsh,T2,2,a,2026-02-20,2026-03-19,2026,21.11179043,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2a,2.0616713233426465,1.189264552
M8,GiantMarsh,T2,2,b,2026-02-20,2026-03-19,2026,37.67257909,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2b,2.054051308102616,1.180550715
M8,GiantMarsh,T2,2,c,2026-02-20,2026-03-19,2026,5.150943854,0,0,0,0,0,0,0,0,0,0,OK,Mar,Scarped,West.facing,"Wet
(Months 7-9)",Edge,G2-2c,2.0564897129794257,1.183339143
