Site,Tran,Dist,Replicate,Date.placed.in.field,Date.removed.from.field,Season,Month,Year,Flux,LOI,marsh_edge_type,marsh_orientation,Study.Phase,Phen_Period,Marsh_Loc,Elevation_m,z_star,Species,AvgHt,MaxHt,Cover
CorteMadera,A,6,b,2023-06-20,2023-07-18,Summer,July,2023,1.501470228,5.263868268,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,SPFO,32,52,5
CorteMadera,A,6,b,2023-06-20,2023-07-18,Summer,July,2023,1.501470228,5.263868268,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,JACA,12,28,90
CorteMadera,A,6,b,2023-06-20,2023-07-18,Summer,July,2023,1.501470228,5.263868268,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,DISP,21,36,45
CorteMadera,A,6,c,2023-06-20,2023-07-18,Summer,July,2023,4.149105611,NA,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,SPFO,32,52,5
CorteMadera,A,6,c,2023-06-20,2023-07-18,Summer,July,2023,4.149105611,NA,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,JACA,12,28,90
CorteMadera,A,6,c,2023-06-20,2023-07-18,Summer,July,2023,4.149105611,NA,Scarped,East.facing,NA,NA,Bay,1.691,0.81014555,DISP,21,36,45
CorteMadera,A,12,a,2023-06-20,2023-07-18,Summer,July,2023,11.53393776,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,SAPA,31,50,20
CorteMadera,A,12,a,2023-06-20,2023-07-18,Summer,July,2023,11.53393776,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,SPFO,14,25,95
CorteMadera,A,12,a,2023-06-20,2023-07-18,Summer,July,2023,11.53393776,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,JACA,14,25,95
CorteMadera,A,12,a,2023-06-20,2023-07-18,Summer,July,2023,11.53393776,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,DISP,16,31,30
CorteMadera,A,12,b,2023-06-20,2023-07-18,Summer,July,2023,11.90149473,10.53554676,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,SAPA,31,50,20
CorteMadera,A,12,b,2023-06-20,2023-07-18,Summer,July,2023,11.90149473,10.53554676,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,SPFO,14,25,95
CorteMadera,A,12,b,2023-06-20,2023-07-18,Summer,July,2023,11.90149473,10.53554676,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,JACA,14,25,95
CorteMadera,A,12,b,2023-06-20,2023-07-18,Summer,July,2023,11.90149473,10.53554676,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,DISP,16,31,30
CorteMadera,A,12,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,SAPA,31,50,20
CorteMadera,A,12,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,SPFO,14,25,95
CorteMadera,A,12,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,JACA,14,25,95
CorteMadera,A,12,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.705,0.826848008,DISP,16,31,30
CorteMadera,A,18,a,2023-06-20,2023-07-18,Summer,July,2023,8.908355795,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,34,51,15
CorteMadera,A,18,a,2023-06-20,2023-07-18,Summer,July,2023,8.908355795,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,35,58,15
CorteMadera,A,18,a,2023-06-20,2023-07-18,Summer,July,2023,8.908355795,NA,Scarped,East.facing,NA,NA,NA,NA,NA,JACA,21,30,100
CorteMadera,A,18,b,2023-06-20,2023-07-18,Summer,July,2023,11.63011517,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,34,51,15
CorteMadera,A,18,b,2023-06-20,2023-07-18,Summer,July,2023,11.63011517,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,35,58,15
CorteMadera,A,18,b,2023-06-20,2023-07-18,Summer,July,2023,11.63011517,NA,Scarped,East.facing,NA,NA,NA,NA,NA,JACA,21,30,100
CorteMadera,A,18,c,2023-06-20,2023-07-18,Summer,July,2023,8.557338888,11.0829639,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,34,51,15
CorteMadera,A,18,c,2023-06-20,2023-07-18,Summer,July,2023,8.557338888,11.0829639,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,35,58,15
CorteMadera,A,18,c,2023-06-20,2023-07-18,Summer,July,2023,8.557338888,11.0829639,Scarped,East.facing,NA,NA,NA,NA,NA,JACA,21,30,100
CorteMadera,A,24,a,2023-06-20,2023-07-18,Summer,July,2023,15.09188924,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SAPA,40,56,10
CorteMadera,A,24,a,2023-06-20,2023-07-18,Summer,July,2023,15.09188924,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SPFO,38,56,15
CorteMadera,A,24,a,2023-06-20,2023-07-18,Summer,July,2023,15.09188924,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,JACA,20,26,100
CorteMadera,A,24,b,2023-06-20,2023-07-18,Summer,July,2023,14.48725802,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SAPA,40,56,10
CorteMadera,A,24,b,2023-06-20,2023-07-18,Summer,July,2023,14.48725802,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SPFO,38,56,15
CorteMadera,A,24,b,2023-06-20,2023-07-18,Summer,July,2023,14.48725802,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,JACA,20,26,100
CorteMadera,A,24,c,2023-06-20,2023-07-18,Summer,July,2023,14.56750796,10.51354069,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SAPA,40,56,10
CorteMadera,A,24,c,2023-06-20,2023-07-18,Summer,July,2023,14.56750796,10.51354069,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SPFO,38,56,15
CorteMadera,A,24,c,2023-06-20,2023-07-18,Summer,July,2023,14.56750796,10.51354069,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,JACA,20,26,100
CorteMadera,A,48,a,2023-06-20,2023-07-18,Summer,July,2023,7.514702279,10.17456934,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,SPFO,34,38,5
CorteMadera,A,48,a,2023-06-20,2023-07-18,Summer,July,2023,7.514702279,10.17456934,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,JACA,17,24,80
CorteMadera,A,48,a,2023-06-20,2023-07-18,Summer,July,2023,7.514702279,10.17456934,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,DISP,25,44,90
CorteMadera,A,48,b,2023-06-20,2023-07-18,Summer,July,2023,6.489218329,NA,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,SPFO,34,38,5
CorteMadera,A,48,b,2023-06-20,2023-07-18,Summer,July,2023,6.489218329,NA,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,JACA,17,24,80
CorteMadera,A,48,b,2023-06-20,2023-07-18,Summer,July,2023,6.489218329,NA,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,DISP,25,44,90
CorteMadera,A,48,c,2023-06-20,2023-07-18,Summer,July,2023,14.53565303,NA,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,SPFO,34,38,5
CorteMadera,A,48,c,2023-06-20,2023-07-18,Summer,July,2023,14.53565303,NA,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,JACA,17,24,80
CorteMadera,A,48,c,2023-06-20,2023-07-18,Summer,July,2023,14.53565303,NA,Scarped,East.facing,NA,NA,Bay,1.724,0.849515629,DISP,25,44,90
CorteMadera,B,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,SAPA,31,44,10
CorteMadera,B,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,SPFO,23,50,5
CorteMadera,B,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,JACA,15,25,80
CorteMadera,B,2,a,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,DISP,15,23,20
CorteMadera,B,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,SAPA,31,44,10
CorteMadera,B,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,SPFO,23,50,5
CorteMadera,B,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,JACA,15,25,80
CorteMadera,B,2,b,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,DISP,15,23,20
CorteMadera,B,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,SAPA,31,44,10
CorteMadera,B,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,SPFO,23,50,5
CorteMadera,B,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,JACA,15,25,80
CorteMadera,B,2,c,2023-06-20,2023-07-18,Summer,July,2023,NA,NA,Scarped,East.facing,NA,NA,Bay,1.605,0.707544739,DISP,15,23,20
CorteMadera,B,6,a,2023-06-20,2023-07-18,Summer,July,2023,8.035407988,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,SAPA,18,38,10
CorteMadera,B,6,a,2023-06-20,2023-07-18,Summer,July,2023,8.035407988,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,SPFO,32,45,5
CorteMadera,B,6,a,2023-06-20,2023-07-18,Summer,July,2023,8.035407988,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,JACA,15,23,85
CorteMadera,B,6,a,2023-06-20,2023-07-18,Summer,July,2023,8.035407988,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,DISP,25,42,10
CorteMadera,B,6,b,2023-06-20,2023-07-18,Summer,July,2023,3.684758638,7.685433423,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,SAPA,18,38,10
CorteMadera,B,6,b,2023-06-20,2023-07-18,Summer,July,2023,3.684758638,7.685433423,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,SPFO,32,45,5
CorteMadera,B,6,b,2023-06-20,2023-07-18,Summer,July,2023,3.684758638,7.685433423,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,JACA,15,23,85
CorteMadera,B,6,b,2023-06-20,2023-07-18,Summer,July,2023,3.684758638,7.685433423,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,DISP,25,42,10
CorteMadera,B,6,c,2023-06-20,2023-07-18,Summer,July,2023,7.529404558,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,SAPA,18,38,10
CorteMadera,B,6,c,2023-06-20,2023-07-18,Summer,July,2023,7.529404558,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,SPFO,32,45,5
CorteMadera,B,6,c,2023-06-20,2023-07-18,Summer,July,2023,7.529404558,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,JACA,15,23,85
CorteMadera,B,6,c,2023-06-20,2023-07-18,Summer,July,2023,7.529404558,NA,Scarped,East.facing,NA,NA,Bay,1.672,0.787477929,DISP,25,42,10
CorteMadera,B,12,a,2023-06-20,2023-07-18,Summer,July,2023,4.713305562,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SAPA,30,50,35
CorteMadera,B,12,a,2023-06-20,2023-07-18,Summer,July,2023,4.713305562,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SPFO,35,63,NA
CorteMadera,B,12,a,2023-06-20,2023-07-18,Summer,July,2023,4.713305562,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,JACA,9,15,80
CorteMadera,B,12,b,2023-06-20,2023-07-18,Summer,July,2023,5.916442049,9.336710247,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SAPA,30,50,35
CorteMadera,B,12,b,2023-06-20,2023-07-18,Summer,July,2023,5.916442049,9.336710247,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SPFO,35,63,NA
CorteMadera,B,12,b,2023-06-20,2023-07-18,Summer,July,2023,5.916442049,9.336710247,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,JACA,9,15,80
CorteMadera,B,12,c,2023-06-20,2023-07-18,Summer,July,2023,5.852732173,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SAPA,30,50,35
CorteMadera,B,12,c,2023-06-20,2023-07-18,Summer,July,2023,5.852732173,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,SPFO,35,63,NA
CorteMadera,B,12,c,2023-06-20,2023-07-18,Summer,July,2023,5.852732173,NA,Scarped,East.facing,NA,NA,Bay,1.664,0.777933667,JACA,9,15,80
CorteMadera,B,18,a,2023-06-20,2023-07-18,Summer,July,2023,19.93077677,12.58584293,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,25,45,30
CorteMadera,B,18,a,2023-06-20,2023-07-18,Summer,July,2023,19.93077677,12.58584293,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,12,47,40
CorteMadera,B,18,b,2023-06-20,2023-07-18,Summer,July,2023,14.37760353,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,25,45,30
CorteMadera,B,18,b,2023-06-20,2023-07-18,Summer,July,2023,14.37760353,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,12,47,40
CorteMadera,B,18,c,2023-06-20,2023-07-18,Summer,July,2023,4.783753982,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,25,45,30
CorteMadera,B,18,c,2023-06-20,2023-07-18,Summer,July,2023,4.783753982,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,12,47,40
CorteMadera,B,24,a,2023-06-20,2023-07-18,Summer,July,2023,15.39083558,11.67054908,Scarped,East.facing,NA,NA,Bay,1.642,0.751686948,SAPA,24,37,15
CorteMadera,B,24,a,2023-06-20,2023-07-18,Summer,July,2023,15.39083558,11.67054908,Scarped,East.facing,NA,NA,Bay,1.642,0.751686948,SPFO,38,71,65
CorteMadera,B,24,b,2023-06-20,2023-07-18,Summer,July,2023,17.03565303,NA,Scarped,East.facing,NA,NA,Bay,1.642,0.751686948,SAPA,24,37,15
CorteMadera,B,24,b,2023-06-20,2023-07-18,Summer,July,2023,17.03565303,NA,Scarped,East.facing,NA,NA,Bay,1.642,0.751686948,SPFO,38,71,65
CorteMadera,B,24,c,2023-06-20,2023-07-18,Summer,July,2023,14.98958589,NA,Scarped,East.facing,NA,NA,Bay,1.642,0.751686948,SAPA,24,37,15
CorteMadera,B,24,c,2023-06-20,2023-07-18,Summer,July,2023,14.98958589,NA,Scarped,East.facing,NA,NA,Bay,1.642,0.751686948,SPFO,38,71,65
CorteMadera,B,30,a,2023-06-20,2023-07-18,Summer,July,2023,6.580494977,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,25,51,60
CorteMadera,B,30,a,2023-06-20,2023-07-18,Summer,July,2023,6.580494977,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,46,61,15
CorteMadera,B,30,a,2023-06-20,2023-07-18,Summer,July,2023,6.580494977,NA,Scarped,East.facing,NA,NA,NA,NA,NA,DISP,24,38,40
CorteMadera,B,30,b,2023-06-20,2023-07-18,Summer,July,2023,7.202278853,10.23311417,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,25,51,60
CorteMadera,B,30,b,2023-06-20,2023-07-18,Summer,July,2023,7.202278853,10.23311417,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,46,61,15
CorteMadera,B,30,b,2023-06-20,2023-07-18,Summer,July,2023,7.202278853,10.23311417,Scarped,East.facing,NA,NA,NA,NA,NA,DISP,24,38,40
CorteMadera,B,30,c,2023-06-20,2023-07-18,Summer,July,2023,6.063464837,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SAPA,25,51,60
CorteMadera,B,30,c,2023-06-20,2023-07-18,Summer,July,2023,6.063464837,NA,Scarped,East.facing,NA,NA,NA,NA,NA,SPFO,46,61,15
CorteMadera,B,30,c,2023-06-20,2023-07-18,Summer,July,2023,6.063464837,NA,Scarped,East.facing,NA,NA,NA,NA,NA,DISP,24,38,40
CorteMadera,B,48,a,2023-06-20,2023-07-18,Summer,July,2023,6.304827248,11.87912016,Scarped,East.facing,NA,NA,Bay,1.692,0.811338583,SAPA,23,31,80
CorteMadera,B,48,a,2023-06-20,2023-07-18,Summer,July,2023,6.304827248,11.87912016,Scarped,East.facing,NA,NA,Bay,1.692,0.811338583,SPFO,30,42,10
CorteMadera,B,48,b,2023-06-20,2023-07-18,Summer,July,2023,6.960916442,NA,Scarped,East.facing,NA,NA,Bay,1.692,0.811338583,SAPA,23,31,80
CorteMadera,B,48,b,2023-06-20,2023-07-18,Summer,July,2023,6.960916442,NA,Scarped,East.facing,NA,NA,Bay,1.692,0.811338583,SPFO,30,42,10
CorteMadera,B,48,c,2023-06-20,2023-07-18,Summer,July,2023,6.962754227,NA,Scarped,East.facing,NA,NA,Bay,1.692,0.811338583,SAPA,23,31,80
CorteMadera,B,48,c,2023-06-20,2023-07-18,Summer,July,2023,6.962754227,NA,Scarped,East.facing,NA,NA,Bay,1.692,0.811338583,SPFO,30,42,10
CorteMadera,C,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,8.067875521,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,SAPA,14,32,10
CorteMadera,C,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,8.067875521,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,JACA,14,25,40
CorteMadera,C,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,8.067875521,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,GRST,41,52,10
CorteMadera,C,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,8.067875521,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,LICA,45,54,10
CorteMadera,C,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,2.17961284,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,SAPA,14,32,10
CorteMadera,C,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,2.17961284,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,JACA,14,25,40
CorteMadera,C,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,2.17961284,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,GRST,41,52,10
CorteMadera,C,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,2.17961284,NA,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,LICA,45,54,10
CorteMadera,C,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,3.682920853,6.499165585,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,SAPA,14,32,10
CorteMadera,C,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,3.682920853,6.499165585,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,JACA,14,25,40
CorteMadera,C,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,3.682920853,6.499165585,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,GRST,41,52,10
CorteMadera,C,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,3.682920853,6.499165585,Scarped,East.facing,NA,NA,Channel,1.792,0.930641852,LICA,45,54,10
CorteMadera,C,2,a,2023-06-20,2023-07-18,Summer,July,2023,4.368414604,NA,Scarped,East.facing,NA,NA,Channel,1.766,0.899623002,SAPA,22,41,40
CorteMadera,C,2,a,2023-06-20,2023-07-18,Summer,July,2023,4.368414604,NA,Scarped,East.facing,NA,NA,Channel,1.766,0.899623002,DISP,25,34,85
CorteMadera,C,2,b,2023-06-20,2023-07-18,Summer,July,2023,11.18414604,6.959453618,Scarped,East.facing,NA,NA,Channel,1.766,0.899623002,SAPA,22,41,40
CorteMadera,C,2,b,2023-06-20,2023-07-18,Summer,July,2023,11.18414604,6.959453618,Scarped,East.facing,NA,NA,Channel,1.766,0.899623002,DISP,25,34,85
CorteMadera,C,2,c,2023-06-20,2023-07-18,Summer,July,2023,8.595319775,NA,Scarped,East.facing,NA,NA,Channel,1.766,0.899623002,SAPA,22,41,40
CorteMadera,C,2,c,2023-06-20,2023-07-18,Summer,July,2023,8.595319775,NA,Scarped,East.facing,NA,NA,Channel,1.766,0.899623002,DISP,25,34,85
CorteMadera,C,6,a,2023-06-20,2023-07-18,Summer,July,2023,39.18524871,NA,Scarped,East.facing,NA,NA,Channel,1.796,0.935413982,SAPA,34,50,95
CorteMadera,C,6,b,2023-06-20,2023-07-18,Summer,July,2023,25.00980152,NA,Scarped,East.facing,NA,NA,Channel,1.796,0.935413982,SAPA,34,50,95
CorteMadera,C,6,c,2023-06-20,2023-07-18,Summer,July,2023,32.54410684,8.236870964,Scarped,East.facing,NA,NA,Channel,1.796,0.935413982,SAPA,34,50,95
CorteMadera,C,12,a,2023-06-20,2023-07-18,Summer,July,2023,30.11761823,NA,Scarped,East.facing,NA,NA,Channel,1.737,0.865025054,SAPA,37,48,60
CorteMadera,C,12,a,2023-06-20,2023-07-18,Summer,July,2023,30.11761823,NA,Scarped,East.facing,NA,NA,Channel,1.737,0.865025054,SPFO,63,78,5
CorteMadera,C,12,b,2023-06-20,2023-07-18,Summer,July,2023,31.2858368,NA,Scarped,East.facing,NA,NA,Channel,1.737,0.865025054,SAPA,37,48,60
CorteMadera,C,12,b,2023-06-20,2023-07-18,Summer,July,2023,31.2858368,NA,Scarped,East.facing,NA,NA,Channel,1.737,0.865025054,SPFO,63,78,5
CorteMadera,C,12,c,2023-06-20,2023-07-18,Summer,July,2023,31.11247243,NA,Scarped,East.facing,NA,NA,Channel,1.737,0.865025054,SAPA,37,48,60
CorteMadera,C,12,c,2023-06-20,2023-07-18,Summer,July,2023,31.11247243,NA,Scarped,East.facing,NA,NA,Channel,1.737,0.865025054,SPFO,63,78,5
CorteMadera,C,24,a,2023-06-20,2023-07-18,Summer,July,2023,10.72469983,NA,Scarped,East.facing,NA,NA,Channel,1.713,0.836392269,SAPA,30,37,20
CorteMadera,C,24,a,2023-06-20,2023-07-18,Summer,July,2023,10.72469983,NA,Scarped,East.facing,NA,NA,Channel,1.713,0.836392269,SPFO,57,67,20
CorteMadera,C,24,b,2023-06-20,2023-07-18,Summer,July,2023,4.856040186,NA,Scarped,East.facing,NA,NA,Channel,1.713,0.836392269,SAPA,30,37,20
CorteMadera,C,24,b,2023-06-20,2023-07-18,Summer,July,2023,4.856040186,NA,Scarped,East.facing,NA,NA,Channel,1.713,0.836392269,SPFO,57,67,20
CorteMadera,C,24,c,2023-06-20,2023-07-18,Summer,July,2023,5.556236217,NA,Scarped,East.facing,NA,NA,Channel,1.713,0.836392269,SAPA,30,37,20
CorteMadera,C,24,c,2023-06-20,2023-07-18,Summer,July,2023,5.556236217,NA,Scarped,East.facing,NA,NA,Channel,1.713,0.836392269,SPFO,57,67,20
CorteMadera,C,48,a,2023-06-20,2023-07-18,Summer,July,2023,10.98137711,NA,Scarped,East.facing,NA,NA,Channel,1.73,0.856673825,SAPA,39,45,25
CorteMadera,C,48,a,2023-06-20,2023-07-18,Summer,July,2023,10.98137711,NA,Scarped,East.facing,NA,NA,Channel,1.73,0.856673825,SPFO,44,51,25
CorteMadera,C,48,b,2023-06-20,2023-07-18,Summer,July,2023,11.17985788,NA,Scarped,East.facing,NA,NA,Channel,1.73,0.856673825,SAPA,39,45,25
CorteMadera,C,48,b,2023-06-20,2023-07-18,Summer,July,2023,11.17985788,NA,Scarped,East.facing,NA,NA,Channel,1.73,0.856673825,SPFO,44,51,25
CorteMadera,C,48,c,2023-06-20,2023-07-18,Summer,July,2023,9.247733399,NA,Scarped,East.facing,NA,NA,Channel,1.73,0.856673825,SAPA,39,45,25
CorteMadera,C,48,c,2023-06-20,2023-07-18,Summer,July,2023,9.247733399,NA,Scarped,East.facing,NA,NA,Channel,1.73,0.856673825,SPFO,44,51,25
CorteMadera,D,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,36.77101201,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,SAPA,35,46,15
CorteMadera,D,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,36.77101201,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,SPFO,43,43,1
CorteMadera,D,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,36.77101201,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,DISP,31,37,60
CorteMadera,D,0.5,a,2023-06-20,2023-07-18,Summer,July,2023,36.77101201,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,GRST,48,57,5
CorteMadera,D,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,23.835457,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,SAPA,35,46,15
CorteMadera,D,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,23.835457,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,SPFO,43,43,1
CorteMadera,D,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,23.835457,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,DISP,31,37,60
CorteMadera,D,0.5,b,2023-06-20,2023-07-18,Summer,July,2023,23.835457,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,GRST,48,57,5
CorteMadera,D,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,13.7258025,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,SAPA,35,46,15
CorteMadera,D,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,13.7258025,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,SPFO,43,43,1
CorteMadera,D,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,13.7258025,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,DISP,31,37,60
CorteMadera,D,0.5,c,2023-06-20,2023-07-18,Summer,July,2023,13.7258025,NA,Scarped,East.facing,NA,NA,Channel,1.842,0.990293486,GRST,48,57,5
CorteMadera,D,2,a,2023-06-20,2023-07-18,Summer,July,2023,10.74369027,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,SAPA,30,43,5
CorteMadera,D,2,a,2023-06-20,2023-07-18,Summer,July,2023,10.74369027,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,DISP,25,56,50
CorteMadera,D,2,a,2023-06-20,2023-07-18,Summer,July,2023,10.74369027,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,GRST,58,74,35
CorteMadera,D,2,b,2023-06-20,2023-07-18,Summer,July,2023,4.927101201,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,SAPA,30,43,5
CorteMadera,D,2,b,2023-06-20,2023-07-18,Summer,July,2023,4.927101201,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,DISP,25,56,50
CorteMadera,D,2,b,2023-06-20,2023-07-18,Summer,July,2023,4.927101201,NA,Scarped,East.facing,NA,NA,Channel,1.829,0.974784061,GRST,58,74,35
