Site,Tran,Dist,Replicate,Date placed in field,Date removed from field,Season ,Year ,Flux
Corte Madera,D,0.5,b,4/20/2023,5/18/2023,Spring ,2023,3.750306297
Corte Madera,A,2,c,4/20/2023,5/18/2023,Spring ,2023,NA
Corte Madera,A,2,a,4/20/2023,5/18/2023,Spring ,2023,0.553785837
Corte Madera,A,2,b,4/20/2023,5/18/2023,Spring ,2023,0.282406273
Corte Madera,B,2,a,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,B,2,b,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,B,2,c,4/20/2023,5/18/2023,Spring ,2023,0
Corte Madera,C,2,c,4/20/2023,5/18/2023,Spring ,2023,3.404190149
Corte Madera,C,2,b,4/20/2023,5/18/2023,Spring ,2023,3.205709385
Corte Madera,C,2,a,4/20/2023,5/18/2023,Spring ,2023,1.503308013
Corte Madera,D,2,a,4/20/2023,5/18/2023,Spring ,2023,3.818916932
Corte Madera,D,2,b,4/20/2023,5/18/2023,Spring ,2023,2.336437148
Corte Madera,D,2,c,4/20/2023,5/18/2023,Spring ,2023,1.768561627
Corte Madera,A,6,c,4/20/2023,5/18/2023,Spring ,2023,2.642122029
Corte Madera,A,6,a,4/20/2023,5/18/2023,Spring ,2023,1.393040921
Corte Madera,A,6,b,4/20/2023,5/18/2023,Spring ,2023,1.310340603
Corte Madera,B,6,c,4/20/2023,5/18/2023,Spring ,2023,2.362778731
Corte Madera,B,6,a,4/20/2023,5/18/2023,Spring ,2023,2.041166381
Corte Madera,B,6,b,4/20/2023,5/18/2023,Spring ,2023,1.890468023
Corte Madera,C,6,c,4/20/2023,5/18/2023,Spring ,2023,5.4490321
Corte Madera,C,6,b,4/20/2023,5/18/2023,Spring ,2023,4.914236707
Corte Madera,C,6,a,4/20/2023,5/18/2023,Spring ,2023,4.731070816
Corte Madera,D,6,a,4/20/2023,5/18/2023,Spring ,2023,2.921465327
Corte Madera,D,6,b,4/20/2023,5/18/2023,Spring ,2023,2.884097035
Corte Madera,D,6,c,4/20/2023,5/18/2023,Spring ,2023,2.252511639
Corte Madera,A,12,b,4/20/2023,5/18/2023,Spring ,2023,2.386669934
Corte Madera,A,12,c,4/20/2023,5/18/2023,Spring ,2023,1.905782896
Corte Madera,A,12,a,4/20/2023,5/18/2023,Spring ,2023,1.793065425
Corte Madera,B,12,c,4/20/2023,5/18/2023,Spring ,2023,1.569468268
Corte Madera,B,12,b,4/20/2023,5/18/2023,Spring ,2023,1.529037001
Corte Madera,B,12,a,4/20/2023,5/18/2023,Spring ,2023,1.204974271
Corte Madera,C,12,a,4/20/2023,5/18/2023,Spring ,2023,4.593236952
Corte Madera,C,12,c,4/20/2023,5/18/2023,Spring ,2023,3.854447439
Corte Madera,C,12,b,4/20/2023,5/18/2023,Spring ,2023,3.590419015
Corte Madera,D,12,c,4/20/2023,5/18/2023,Spring ,2023,1.889855428
Corte Madera,D,12,b,4/20/2023,5/18/2023,Spring ,2023,1.843910806
Corte Madera,D,12,a,4/20/2023,5/18/2023,Spring ,2023,1.603773585
Corte Madera,A,18,a,4/20/2023,5/18/2023,Spring ,2023,1.513722127
Corte Madera,A,18,b,4/20/2023,5/18/2023,Spring ,2023,1.426733644
Corte Madera,A,18,c,4/20/2023,5/18/2023,Spring ,2023,1.312178388
Corte Madera,B,18,a,4/20/2023,5/18/2023,Spring ,2023,4.984072531
Corte Madera,B,18,b,4/20/2023,5/18/2023,Spring ,2023,2.866331781
Corte Madera,B,18,c,4/20/2023,5/18/2023,Spring ,2023,1.054275913
Corte Madera,A,24,a,4/20/2023,5/18/2023,Spring ,2023,3.303724577
Corte Madera,A,24,b,4/20/2023,5/18/2023,Spring ,2023,2.504288165
Corte Madera,A,24,c,4/20/2023,5/18/2023,Spring ,2023,2.041778976
Corte Madera,B,24,c,4/20/2023,5/18/2023,Spring ,2023,5.944008821
Corte Madera,B,24,b,4/20/2023,5/18/2023,Spring ,2023,5.76819407
Corte Madera,B,24,a,4/20/2023,5/18/2023,Spring ,2023,4.479294291
Corte Madera,C,24,a,4/20/2023,5/18/2023,Spring ,2023,1.304827248
Corte Madera,C,24,b,4/20/2023,5/18/2023,Spring ,2023,0.820877236
Corte Madera,C,24,c,4/20/2023,5/18/2023,Spring ,2023,0.812913502
Corte Madera,D,24,b,4/20/2023,5/18/2023,Spring ,2023,1.166993384
Corte Madera,D,24,c,4/20/2023,5/18/2023,Spring ,2023,1.135138446
Corte Madera,D,24,a,4/20/2023,5/18/2023,Spring ,2023,1.045086988
Corte Madera,A,30,c,4/20/2023,5/18/2023,Spring ,2023,2.278853222
Corte Madera,A,30,b,4/20/2023,5/18/2023,Spring ,2023,2.085273217
Corte Madera,A,30,a,4/20/2023,5/18/2023,Spring ,2023,0.839867679
Corte Madera,B,30,b,4/20/2023,5/18/2023,Spring ,2023,0.95993629
Corte Madera,B,30,a,4/20/2023,5/18/2023,Spring ,2023,0.953810341
Corte Madera,B,30,c,4/20/2023,5/18/2023,Spring ,2023,0.738176917
Corte Madera,A,48,a,4/20/2023,5/18/2023,Spring ,2023,2.397696643
Corte Madera,A,48,c,4/20/2023,5/18/2023,Spring ,2023,1.7354815
Corte Madera,A,48,b,4/20/2023,5/18/2023,Spring ,2023,1.22212693
Corte Madera,B,48,b,4/20/2023,5/18/2023,Spring ,2023,1.008943886
Corte Madera,B,48,c,4/20/2023,5/18/2023,Spring ,2023,0.782283754
Corte Madera,B,48,a,4/20/2023,5/18/2023,Spring ,2023,0.655476599
Corte Madera,C,48,a,4/20/2023,5/18/2023,Spring ,2023,2.62864494
Corte Madera,C,48,c,4/20/2023,5/18/2023,Spring ,2023,2.42955158
Corte Madera,C,48,b,4/20/2023,5/18/2023,Spring ,2023,1.734868905
Corte Madera,D,48,a,4/20/2023,5/18/2023,Spring ,2023,0.748591032
Corte Madera,D,48,b,4/20/2023,5/18/2023,Spring ,2023,0.675079637
Corte Madera,D,48,c,4/20/2023,5/18/2023,Spring ,2023,0.597892673
San Pablo,A,0.5,b,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,0.5,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,0.5,a,3/23/2023,4/21/2023,Spring ,2023,231.4144066
San Pablo,B,0.5,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,0.5,a,3/23/2023,4/21/2023,Spring ,2023,85.68165999
San Pablo,B,0.5,b,3/23/2023,4/21/2023,Spring ,2023,83.8583817
San Pablo,C,0.5,b,3/23/2023,4/21/2023,Spring ,2023,201.4595353
San Pablo,C,0.5,c,3/23/2023,4/21/2023,Spring ,2023,199.2902895
San Pablo,C,0.5,a,3/23/2023,4/21/2023,Spring ,2023,40.4433048
San Pablo,D,0.5,b,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,D,0.5,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,D,0.5,a,3/23/2023,4/21/2023,Spring ,2023,272.8210979
San Pablo,A,2,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,2,b,3/23/2023,4/21/2023,Spring ,2023,269.4631432
San Pablo,A,2,c,3/23/2023,4/21/2023,Spring ,2023,259.8322361
San Pablo,B,2,b,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,2,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,2,a,3/23/2023,4/21/2023,Spring ,2023,94.20665397
San Pablo,C,2,c,3/23/2023,4/21/2023,Spring ,2023,125.3171159
San Pablo,C,2,a,3/23/2023,4/21/2023,Spring ,2023,26.12439017
San Pablo,C,2,b,3/23/2023,4/21/2023,Spring ,2023,4.491663498
San Pablo,D,2,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,D,2,b,3/23/2023,4/21/2023,Spring ,2023,292.790815
San Pablo,D,2,a,3/23/2023,4/21/2023,Spring ,2023,47.91028878
San Pablo,A,6,c,3/23/2023,4/21/2023,Spring ,2023,11.61267998
San Pablo,A,6,b,3/23/2023,4/21/2023,Spring ,2023,7.51074739
San Pablo,A,6,a,3/23/2023,4/21/2023,Spring ,2023,4.486932319
San Pablo,B,6,b,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,6,c,3/23/2023,4/21/2023,Spring ,2023,49.36985765
San Pablo,B,6,a,3/23/2023,4/21/2023,Spring ,2023,30.31739797
San Pablo,C,6,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,C,6,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,C,6,b,3/23/2023,4/21/2023,Spring ,2023,9.464133109
San Pablo,D,6,b,3/23/2023,4/21/2023,Spring ,2023,96.61127593
San Pablo,D,6,a,3/23/2023,4/21/2023,Spring ,2023,39.74486444
San Pablo,D,6,c,3/23/2023,4/21/2023,Spring ,2023,10.20456269
San Pablo,A,9,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,9,b,3/23/2023,4/21/2023,Spring ,2023,5.308383352
San Pablo,A,9,c,3/23/2023,4/21/2023,Spring ,2023,3.159836481
San Pablo,B,9,c,3/23/2023,4/21/2023,Spring ,2023,5.109673815
San Pablo,B,9,a,3/23/2023,4/21/2023,Spring ,2023,4.006717604
San Pablo,B,9,b,3/23/2023,4/21/2023,Spring ,2023,3.781395182
San Pablo,A,12,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,12,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,12,b,3/23/2023,4/21/2023,Spring ,2023,5.155211417
San Pablo,B,12,b,3/23/2023,4/21/2023,Spring ,2023,5.125641546
San Pablo,B,12,a,3/23/2023,4/21/2023,Spring ,2023,4.23558841
San Pablo,B,12,c,3/23/2023,4/21/2023,Spring ,2023,2.361449947
San Pablo,C,12,a,3/23/2023,4/21/2023,Spring ,2023,7.794618157
San Pablo,C,12,c,3/23/2023,4/21/2023,Spring ,2023,6.53198464
San Pablo,C,12,b,3/23/2023,4/21/2023,Spring ,2023,5.637200324
San Pablo,D,12,a,3/23/2023,4/21/2023,Spring ,2023,27.65729232
San Pablo,D,12,c,3/23/2023,4/21/2023,Spring ,2023,20.96622177
San Pablo,D,12,b,3/23/2023,4/21/2023,Spring ,2023,4.908598688
San Pablo,A,18,b,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,18,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,18,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,18,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,18,b,3/23/2023,4/21/2023,Spring ,2023,7.256446494
San Pablo,B,18,c,3/23/2023,4/21/2023,Spring ,2023,3.224298801
San Pablo,A,24,c,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,24,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,A,24,b,3/23/2023,4/21/2023,Spring ,2023,0.486189152
San Pablo,B,24,a,3/23/2023,4/21/2023,Spring ,2023,0
San Pablo,B,24,b,3/23/2023,4/21/2023,Spring ,2023,6.014511886
San Pablo,B,24,c,3/23/2023,4/21/2023,Spring ,2023,2.313546755
San Pablo,C,24,a,3/23/2023,4/21/2023,Spring ,2023,NA
San Pablo,C,24,b,3/23/2023,4/21/2023,Spring ,2023,94.76552455
San Pablo,C,24,c,3/23/2023,4/21/2023,Spring ,2023,4.766663304
San Pablo,D,24,b,3/23/2023,4/21/2023,Spring ,2023,9.108703252
San Pablo,D,24,c,3/23/2023,4/21/2023,Spring ,2023,8.916301954
San Pablo,D,24,a,3/23/2023,4/21/2023,Spring ,2023,4.386986153
San Pablo,A,48,b,3/23/2023,4/21/2023,Spring ,2023,0.338279331
San Pablo,A,48,c,3/23/2023,4/21/2023,Spring ,2023,0.202849319
San Pablo,A,48,a,3/23/2023,4/21/2023,Spring ,2023,0.19811814
San Pablo,B,48,a,3/23/2023,4/21/2023,Spring ,2023,0.868171431
San Pablo,B,48,c,3/23/2023,4/21/2023,Spring ,2023,0.603816778
San Pablo,B,48,b,3/23/2023,4/21/2023,Spring ,2023,0.473117946
San Pablo,C,48,b,3/23/2023,4/21/2023,Spring ,2023,1.061558391
San Pablo,C,48,a,3/23/2023,4/21/2023,Spring ,2023,0.752631048
San Pablo,C,48,c,3/23/2023,4/21/2023,Spring ,2023,0.604999573
San Pablo,D,48,b,3/23/2023,4/21/2023,Spring ,2023,0.992956289
San Pablo,D,48,a,3/23/2023,4/21/2023,Spring ,2023,0.844515533
San Pablo,D,48,c,3/23/2023,4/21/2023,Spring ,2023,0.513924369
San Pablo,A,72,a,3/23/2023,4/21/2023,Spring ,2023,2.096503897
San Pablo,A,72,b,3/23/2023,4/21/2023,Spring ,2023,0.555913586
San Pablo,A,72,c,3/23/2023,4/21/2023,Spring ,2023,0.420483574
San Pablo,B,72,a,3/23/2023,4/21/2023,Spring ,2023,5.372254275
San Pablo,B,72,b,3/23/2023,4/21/2023,Spring ,2023,3.878975758
San Pablo,B,72,c,3/23/2023,4/21/2023,Spring ,2023,2.527041228
San Pablo,C,72,c,3/23/2023,4/21/2023,Spring ,2023,0.981719738
San Pablo,C,72,b,3/23/2023,4/21/2023,Spring ,2023,0.794246752
San Pablo,C,72,a,3/23/2023,4/21/2023,Spring ,2023,0.254300896
San Pablo,D,72,a,3/23/2023,4/21/2023,Spring ,2023,1.017794981
San Pablo,D,72,b,3/23/2023,4/21/2023,Spring ,2023,0.73924679
San Pablo,D,72,c,3/23/2023,4/21/2023,Spring ,2023,0.54585983
San Pablo,A,150,c,3/23/2023,4/21/2023,Spring ,2023,3.784943567
San Pablo,A,150,a,3/23/2023,4/21/2023,Spring ,2023,3.770750028
San Pablo,A,150,b,3/23/2023,4/21/2023,Spring ,2023,0.494408253
San Pablo,B,150,c,3/23/2023,4/21/2023,Spring ,2023,0.802526316
San Pablo,B,150,b,3/23/2023,4/21/2023,Spring ,2023,0.354838459
San Pablo,B,150,a,3/23/2023,4/21/2023,Spring ,2023,0.311666447
San Pablo,C,150,c,3/23/2023,4/21/2023,Spring ,2023,4.441986114
San Pablo,C,150,a,3/23/2023,4/21/2023,Spring ,2023,3.915051002
San Pablo,C,150,b,3/23/2023,4/21/2023,Spring ,2023,1.91849327
San Pablo,D,150,c,3/23/2023,4/21/2023,Spring ,2023,0.594354419
San Pablo,D,150,b,3/23/2023,4/21/2023,Spring ,2023,0.510967381
San Pablo,D,150,a,3/23/2023,4/21/2023,Spring ,2023,0.41693519
Corte Madera,A,0.5,a,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,A,0.5,b,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,A,0.5,c,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,B,0.5,a,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,B,0.5,b,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,B,0.5,c,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,C,0.5,c,3/23/2023,4/20/2023,Spring ,2023,1.259495222
Corte Madera,C,0.5,b,3/23/2023,4/20/2023,Spring ,2023,0.796064046
Corte Madera,C,0.5,a,3/23/2023,4/20/2023,Spring ,2023,0.664181896
Corte Madera,D,0.5,a,3/23/2023,4/20/2023,Spring ,2023,0.662215143
Corte Madera,D,0.5,b,3/23/2023,4/20/2023,Spring ,2023,0.632197991
Corte Madera,D,0.5,c,3/23/2023,4/20/2023,Spring ,2023,0.567262926
Corte Madera,D,0.5,c,3/23/2023,4/20/2023,Spring ,2023,0.203994119
Corte Madera,A,2,b,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,A,2,c,3/23/2023,4/20/2023,Spring ,2023,3.519358
Corte Madera,A,2,a,3/23/2023,4/20/2023,Spring ,2023,1.886792453
Corte Madera,B,2,a,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,B,2,b,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,B,2,c,3/23/2023,4/20/2023,Spring ,2023,0
Corte Madera,C,2,c,3/23/2023,4/20/2023,Spring ,2023,1.186822115
Corte Madera,C,2,a,3/23/2023,4/20/2023,Spring ,2023,0.966932769
Corte Madera,C,2,b,3/23/2023,4/20/2023,Spring ,2023,0.387296142
Corte Madera,D,2,a,3/23/2023,4/20/2023,Spring ,2023,0.69897084
Corte Madera,D,2,c,3/23/2023,4/20/2023,Spring ,2023,0.568488116
Corte Madera,D,2,b,3/23/2023,4/20/2023,Spring ,2023,0.544596913
Corte Madera,A,6,c,3/23/2023,4/20/2023,Spring ,2023,0.846606224
Corte Madera,A,6,a,3/23/2023,4/20/2023,Spring ,2023,0.799436413
Corte Madera,A,6,b,3/23/2023,4/20/2023,Spring ,2023,0.728375398
Corte Madera,B,6,c,3/23/2023,4/20/2023,Spring ,2023,0.944008821
Corte Madera,B,6,b,3/23/2023,4/20/2023,Spring ,2023,0.763577951
Corte Madera,B,6,a,3/23/2023,4/20/2023,Spring ,2023,0.63954913
Corte Madera,C,6,b,3/23/2023,4/20/2023,Spring ,2023,1.361185984
Corte Madera,C,6,c,3/23/2023,4/20/2023,Spring ,2023,1.33496197
Corte Madera,C,6,a,3/23/2023,4/20/2023,Spring ,2023,1.28399902
Corte Madera,D,6,c,3/23/2023,4/20/2023,Spring ,2023,0.623009066
Corte Madera,D,6,b,3/23/2023,4/20/2023,Spring ,2023,0.485787797
Corte Madera,D,6,a,3/23/2023,4/20/2023,Spring ,2023,0.386547415
Corte Madera,A,12,b,3/23/2023,4/20/2023,Spring ,2023,1.587233521
Corte Madera,A,12,a,3/23/2023,4/20/2023,Spring ,2023,1.100220534
Corte Madera,A,12,c,3/23/2023,4/20/2023,Spring ,2023,0.754716981
Corte Madera,B,12,b,3/23/2023,4/20/2023,Spring ,2023,1.153935439
Corte Madera,B,12,c,3/23/2023,4/20/2023,Spring ,2023,0.924405783
Corte Madera,B,12,a,3/23/2023,4/20/2023,Spring ,2023,0.668341093
Corte Madera,C,12,a,3/23/2023,4/20/2023,Spring ,2023,1.771624602
Corte Madera,C,12,c,3/23/2023,4/20/2023,Spring ,2023,1.315853957
Corte Madera,C,12,b,3/23/2023,4/20/2023,Spring ,2023,1.21600098
Corte Madera,D,12,c,3/23/2023,4/20/2023,Spring ,2023,0.744302867
Corte Madera,D,12,b,3/23/2023,4/20/2023,Spring ,2023,0.685493752
Corte Madera,D,12,a,3/23/2023,4/20/2023,Spring ,2023,0.57155109
Corte Madera,A,18,b,3/23/2023,4/20/2023,Spring ,2023,0.847831414
Corte Madera,A,18,c,3/23/2023,4/20/2023,Spring ,2023,0.805562362
Corte Madera,A,18,a,3/23/2023,4/20/2023,Spring ,2023,0.750428816
Corte Madera,B,18,a,3/23/2023,4/20/2023,Spring ,2023,2.530661989
Corte Madera,B,18,b,3/23/2023,4/20/2023,Spring ,2023,0.995466797
Corte Madera,B,18,c,3/23/2023,4/20/2023,Spring ,2023,0.884859375
Corte Madera,A,24,a,3/23/2023,4/20/2023,Spring ,2023,3.328228375
Corte Madera,A,24,b,3/23/2023,4/20/2023,Spring ,2023,2.642734624
Corte Madera,A,24,c,3/23/2023,4/20/2023,Spring ,2023,1.021195785
Corte Madera,B,24,c,3/23/2023,4/20/2023,Spring ,2023,9.697990689
Corte Madera,B,24,b,3/23/2023,4/20/2023,Spring ,2023,4.960793923
Corte Madera,B,24,a,3/23/2023,4/20/2023,Spring ,2023,3.980029405
Corte Madera,C,24,a,3/23/2023,4/20/2023,Spring ,2023,0.675710796
Corte Madera,C,24,c,3/23/2023,4/20/2023,Spring ,2023,0.486363265
Corte Madera,C,24,b,3/23/2023,4/20/2023,Spring ,2023,0.290370007
Corte Madera,D,24,c,3/23/2023,4/20/2023,Spring ,2023,1.061014457
Corte Madera,D,24,b,3/23/2023,4/20/2023,Spring ,2023,0.604631218
Corte Madera,D,24,a,3/23/2023,4/20/2023,Spring ,2023,0.132933105
Corte Madera,A,30,c,3/23/2023,4/20/2023,Spring ,2023,2.064767407
Corte Madera,A,30,b,3/23/2023,4/20/2023,Spring ,2023,1.051825533
Corte Madera,A,30,a,3/23/2023,4/20/2023,Spring ,2023,0.79798553
Corte Madera,B,30,b,3/23/2023,4/20/2023,Spring ,2023,0.718097416
Corte Madera,B,30,a,3/23/2023,4/20/2023,Spring ,2023,0.614529463
Corte Madera,B,30,c,3/23/2023,4/20/2023,Spring ,2023,0.391340069
Corte Madera,A,48,c,3/23/2023,4/20/2023,Spring ,2023,16.44511149
Corte Madera,A,48,a,3/23/2023,4/20/2023,Spring ,2023,1.079392306
Corte Madera,A,48,b,3/23/2023,4/20/2023,Spring ,2023,0.96606224
Corte Madera,B,48,b,3/23/2023,4/20/2023,Spring ,2023,0.813526097
Corte Madera,B,48,c,3/23/2023,4/20/2023,Spring ,2023,0.536020583
Corte Madera,B,48,a,3/23/2023,4/20/2023,Spring ,2023,0.282406273
Corte Madera,C,48,a,3/23/2023,4/20/2023,Spring ,2023,1.364861554
Corte Madera,C,48,c,3/23/2023,4/20/2023,Spring ,2023,1.02303357
Corte Madera,C,48,b,3/23/2023,4/20/2023,Spring ,2023,0.968512619
Corte Madera,D,48,a,3/23/2023,4/20/2023,Spring ,2023,0.589928939
Corte Madera,D,48,b,3/23/2023,4/20/2023,Spring ,2023,0.4490321
Corte Madera,A,0.5,a,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,A,0.5,b,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,A,0.5,c,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,B,0.5,a,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,B,0.5,b,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,B,0.5,c,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,C,0.5,a,2/17/2023,3/23/2023,Spring ,2023,13.55060034
Corte Madera,C,0.5,b,2/17/2023,3/23/2023,Spring ,2023,11.07859954
Corte Madera,C,0.5,c,2/17/2023,3/23/2023,Spring ,2023,5.783697127
Corte Madera,D,0.5,c,2/17/2023,3/23/2023,Spring ,2023,27.97901322
Corte Madera,D,0.5,a,2/17/2023,3/23/2023,Spring ,2023,5.174049036
Corte Madera,D,0.5,b,2/17/2023,3/23/2023,Spring ,2023,5.040359197
Corte Madera,A,2,a,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,A,2,b,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,A,2,c,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,B,2,a,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,B,2,b,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,B,2,c,2/17/2023,3/23/2023,Spring ,2023,0
Corte Madera,C,2,c,2/17/2023,3/23/2023,Spring ,2023,30.12309555
Corte Madera,C,2,b,2/17/2023,3/23/2023,Spring ,2023,23.46887297
Corte Madera,C,2,a,2/17/2023,3/23/2023,Spring ,2023,10.41771769
Corte Madera,D,2,c,2/17/2023,3/23/2023,Spring ,2023,8.472404399
Corte Madera,D,2,a,2/17/2023,3/23/2023,Spring ,2023,4.888003229
Corte Madera,D,2,b,2/17/2023,3/23/2023,Spring ,2023,1.940268389
Corte Madera,A,6,b,2/17/2023,3/23/2023,Spring ,2023,3.629300777
Corte Madera,A,6,c,2/17/2023,3/23/2023,Spring ,2023,2.582988599
Corte Madera,A,6,a,2/17/2023,3/23/2023,Spring ,2023,1.549288669
Corte Madera,B,6,a,2/17/2023,3/23/2023,Spring ,2023,23.56977096
Corte Madera,B,6,b,2/17/2023,3/23/2023,Spring ,2023,21.10785995
Corte Madera,B,6,c,2/17/2023,3/23/2023,Spring ,2023,0.966378547
Corte Madera,C,6,b,2/17/2023,3/23/2023,Spring ,2023,7.556250631
Corte Madera,C,6,c,2/17/2023,3/23/2023,Spring ,2023,7.142136443
Corte Madera,C,6,a,2/17/2023,3/23/2023,Spring ,2023,5.876299062
Corte Madera,D,6,a,2/17/2023,3/23/2023,Spring ,2023,20.01311674
Corte Madera,D,6,c,2/17/2023,3/23/2023,Spring ,2023,6.527091111
Corte Madera,D,6,b,2/17/2023,3/23/2023,Spring ,2023,4.575723943
Corte Madera,A,12,a,2/17/2023,3/23/2023,Spring ,2023,4.342649581
Corte Madera,A,12,b,2/17/2023,3/23/2023,Spring ,2023,3.750882857
Corte Madera,A,12,c,2/17/2023,3/23/2023,Spring ,2023,0.663908788
Corte Madera,B,12,c,2/17/2023,3/23/2023,Spring ,2023,23.61013016
Corte Madera,B,12,b,2/17/2023,3/23/2023,Spring ,2023,14.86731914
Corte Madera,B,12,a,2/17/2023,3/23/2023,Spring ,2023,3.241708347
Corte Madera,C,12,c,2/17/2023,3/23/2023,Spring ,2023,13.93199475
Corte Madera,C,12,a,2/17/2023,3/23/2023,Spring ,2023,8.492583998
Corte Madera,C,12,b,2/17/2023,3/23/2023,Spring ,2023,5.689637776
Corte Madera,D,12,b,2/17/2023,3/23/2023,Spring ,2023,24.52325699
Corte Madera,D,12,a,2/17/2023,3/23/2023,Spring ,2023,5.145797599
Corte Madera,D,12,c,2/17/2023,3/23/2023,Spring ,2023,4.519725557
Corte Madera,A,18,a,2/17/2023,3/23/2023,Spring ,2023,4.466249622
Corte Madera,A,18,c,2/17/2023,3/23/2023,Spring ,2023,3.640904046
Corte Madera,A,18,b,2/17/2023,3/23/2023,Spring ,2023,3.271617395
Corte Madera,B,18,a,2/17/2023,3/23/2023,Spring ,2023,115.1700131
Corte Madera,B,18,b,2/17/2023,3/23/2023,Spring ,2023,4.382504288
Corte Madera,B,18,c,2/17/2023,3/23/2023,Spring ,2023,2.703057209
Corte Madera,A,24,c,2/17/2023,3/23/2023,Spring ,2023,7.111290485
Corte Madera,A,24,b,2/17/2023,3/23/2023,Spring ,2023,2.763596004
Corte Madera,A,24,a,2/17/2023,3/23/2023,Spring ,2023,2.382706084
Corte Madera,B,24,c,2/17/2023,3/23/2023,Spring ,2023,17.81959439
Corte Madera,B,24,b,2/17/2023,3/23/2023,Spring ,2023,13.869438
Corte Madera,B,24,a,2/17/2023,3/23/2023,Spring ,2023,6.097265664
Corte Madera,C,24,b,2/17/2023,3/23/2023,Spring ,2023,17.54616083
Corte Madera,C,24,c,2/17/2023,3/23/2023,Spring ,2023,5.002858776
Corte Madera,C,24,a,2/17/2023,3/23/2023,Spring ,2023,2.369589345
Corte Madera,D,24,a,2/17/2023,3/23/2023,Spring ,2023,17.74291192
Corte Madera,D,24,b,2/17/2023,3/23/2023,Spring ,2023,2.810513571
Corte Madera,D,24,c,2/17/2023,3/23/2023,Spring ,2023,1.563414388
Corte Madera,A,30,a,2/17/2023,3/23/2023,Spring ,2023,21.91504389
Corte Madera,A,30,c,2/17/2023,3/23/2023,Spring ,2023,9.761880739
Corte Madera,A,30,b,2/17/2023,3/23/2023,Spring ,2023,2.033094541
Corte Madera,B,30,c,2/17/2023,3/23/2023,Spring ,2023,5.782085561
Corte Madera,B,30,a,2/17/2023,3/23/2023,Spring ,2023,4.152456866
Corte Madera,B,30,b,2/17/2023,3/23/2023,Spring ,2023,3.739279588
Corte Madera,A,48,a,2/17/2023,3/23/2023,Spring ,2023,4.935593448
Corte Madera,A,48,c,2/17/2023,3/23/2023,Spring ,2023,4.783573807
Corte Madera,A,48,b,2/17/2023,3/23/2023,Spring ,2023,3.314499041
Corte Madera,B,48,b,2/17/2023,3/23/2023,Spring ,2023,5.718754054
Corte Madera,B,48,a,2/17/2023,3/23/2023,Spring ,2023,5.38795278
Corte Madera,B,48,c,2/17/2023,3/23/2023,Spring ,2023,3.07789325
Corte Madera,C,48,c,2/17/2023,3/23/2023,Spring ,2023,7.6985168
Corte Madera,C,48,a,2/17/2023,3/23/2023,Spring ,2023,4.237715669
Corte Madera,C,48,b,2/17/2023,3/23/2023,Spring ,2023,3.190058185
